-- Logs begin at Tue 2022-08-09 12:34:44 UTC, end at Tue 2022-08-09 14:05:56 UTC. --
Aug 09 13:49:50 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Aug 09 13:49:50 ubuntu dstat.sh[491]: [286B blob data]
Aug 09 13:49:50 ubuntu dstat.sh[491]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Aug 09 13:51:05 ubuntu dstat.sh[491]: 09-08 13:51:05| 23   3  74   0   0| 771M 1354M  153M 5481M|6758B 1620B|   0    44k|   0  3.00 |1078  1549 |1.13 1.11 0.86|1.0   0  17|   0     0 |uwsgi                2737 2.2%2482B7323B|bash                 2692   11M4052B  0%|mysqld       205M|   0     0 |  14   29    0  192    0
Aug 09 13:51:06 ubuntu dstat.sh[491]: 09-08 13:51:06| 19   9  72   0   0| 802M 1323M  153M 5481M|8049B 1620B|   0   116k|   0  12.0 |1264  1819 |1.13 1.11 0.86|1.0   0 127|   0     0 |openstack            5356  20%6723k   0 |openstack            5356 6723k   0  20%|mysqld       205M|   0     0 |  14   29    0  192    0
Aug 09 13:51:07 ubuntu dstat.sh[491]: 09-08 13:51:07| 24   3  73   0   0| 772M 1353M  153M 5481M|8648B 1620B|   0   128k|   0  12.0 |1516  2400 |1.13 1.11 0.86|1.0   0  23|   0     0 |uwsgi                2737 3.5%6163B  18k|bash                 2692   11M4251B0.2%|mysqld       205M|   0     0 |  14   29    0  201    0
Aug 09 13:51:08 ubuntu dstat.sh[491]: 09-08 13:51:08| 23   3  74   0   0| 814M 1311M  153M 5481M|8151B 1620B|   0    96k|   0  11.0 | 706   955 |1.13 1.11 0.86|1.0   0   0|   0     0 |openstack            5379  25%  10M   0 |openstack            5379   10M   0  25%|mysqld       205M|   0     0 |  14   29    0  201    0
Aug 09 13:51:09 ubuntu dstat.sh[491]: 09-08 13:51:09| 23   5  72   0   0| 789M 1336M  153M 5481M|8852B 1620B|   0   108k|   0  9.00 |1561  2454 |1.12 1.10 0.86|1.0   0  71|   0     0 |openstack            5450  11%3192k   0 |bash                 2692   11M   0   0%|mysqld       205M|   0     0 |  14   29    0  209    0
Aug 09 13:51:10 ubuntu dstat.sh[491]: 09-08 13:51:10| 24   3  73   0   0| 820M 1305M  153M 5481M|7590B 1620B|   0   280k|   0  14.0 |1110  1589 |1.12 1.10 0.86|1.0   0   0|   0     0 |openstack            5450  20%7814k   0 |openstack            5450 7814k   0  20%|mysqld       205M|   0     0 |  14   29    0  214    1
Aug 09 13:51:11 ubuntu dstat.sh[491]: 09-08 13:51:11| 19  10  71   0   0| 791M 1334M  153M 5481M|6735B 1620B|   0   116k|   0  7.00 |1459  2556 |1.12 1.10 0.86|2.0   0 168|   0     0 |openstack            5618  11%3267k   0 |bash                 2692   11M9489B0.2%|mysqld       205M|   0     0 |  14   29    0  217    0
Aug 09 13:51:12 ubuntu dstat.sh[491]: 09-08 13:51:12| 24   3  73   0   0| 821M 1304M  153M 5481M|6968B 1404B|   0   568k|   0  23.0 |1175  1670 |1.12 1.10 0.86|1.0   0   0|   0     0 |openstack            5618  19%7739k   0 |openstack            5618 7739k   0  19%|mysqld       205M|   0     0 |  14   29    0  224    0
Aug 09 13:51:13 ubuntu dstat.sh[491]: 09-08 13:51:13| 23   3  74   0   0| 805M 1320M  153M 5481M|5199B  798B|   0     0 |   0     0 | 968  1366 |1.12 1.10 0.86|1.0   0  21|   0     0 |openstack            5639  19%7813k   0 |bash                 2692   11M4249B0.2%|mysqld       205M|   0     0 |  14   29    0  226    0
Aug 09 13:51:14 ubuntu dstat.sh[491]: 09-08 13:51:14| 23   5  71   0   0| 782M 1343M  153M 5481M|5804B 1296B|   0    80k|   0  8.00 |1391  2417 |1.11 1.10 0.86|1.0   0  71|   0     0 |openstack            5710 4.0%1890k   0 |bash                 2692   11M   0   0%|mysqld       205M|   0     0 |  14   29    0  234    0
Aug 09 13:51:15 ubuntu dstat.sh[491]: 09-08 13:51:15| 23   4  74   0   0| 820M 1305M  153M 5481M|  15k 1566B|   0   156k|   0  14.0 | 848   988 |1.11 1.10 0.86|1.0   0   0|   0     0 |openstack            5710  25%9113k   0 |openstack            5710 9113k   0  25%|mysqld       205M|   0     0 |  14   31    0  235    0
Aug 09 13:51:16 ubuntu dstat.sh[491]: 09-08 13:51:16| 19   9  71   0   0| 783M 1341M  153M 5481M|6847B 1620B|   0     0 |   0     0 |1862  3427 |1.11 1.10 0.86|1.0   0 168|   0     0 |openstack            5878 6.0%2040k   0 |bash                 2692   11M9494B0.2%|mysqld       205M|   0     0 |  14   29    0  244    0
Aug 09 13:51:17 ubuntu dstat.sh[491]: 09-08 13:51:17| 23   4  73   0   0| 821M 1304M  153M 5481M|6985B 1512B|   0    64k|   0  6.00 | 736  1027 |1.11 1.10 0.86|1.0   0 2.0|   0     0 |openstack            5878  24%8964k   0 |openstack            5878 8964k   0  24%|mysqld       205M|   0     0 |  14   31    0  245    0
Aug 09 13:51:18 ubuntu dstat.sh[491]: 09-08 13:51:18| 22   5  73   0   0| 789M 1336M  153M 5481M|6172B 1620B|   0     0 |   0     0 |1311  2049 |1.11 1.10 0.86|1.0   0  21|   0     0 |openstack            5901  12%3353k   0 |bash                 2692   11M4261B0.2%|mysqld       205M|   0     0 |  14   29    0  251    0
Aug 09 13:51:19 ubuntu dstat.sh[491]: 09-08 13:51:19| 24   2  74   0   0| 818M 1306M  153M 5481M|8786B 1620B|   0     0 |   0     0 |1172  1681 |1.10 1.10 0.86|1.0   0   0|   0     0 |openstack            5901  19%7645k   0 |openstack            5901 7645k   0  19%|mysqld       205M|   0     0 |  14   31    0  258    0
Aug 09 13:51:20 ubuntu dstat.sh[491]: 09-08 13:51:20| 23   5  72   0   0| 810M 1315M  153M 5482M|8338B 1620B|   0   756k|   0  18.0 |1080  1393 |1.10 1.10 0.86|1.0   0  71|   0     0 |openstack            5972  19%8608k   0 |bash                 2692   11M   0   0%|mysqld       205M|   0     0 |  14   29    0  256    0
Aug 09 13:51:21 ubuntu dstat.sh[491]: 09-08 13:51:21| 22   6  72   0   0| 773M 1351M  153M 5482M|8229B 1620B|   0    48k|   0  5.00 |1672  2760 |1.10 1.10 0.86|2.0   0  91|   0     0 |uwsgi                2737 4.0%4923B  15k|bash                 2692   11M7359B  0%|mysqld       205M|   0     0 |  14   29    0  265    0
Aug 09 13:51:22 ubuntu dstat.sh[491]: 09-08 13:51:22| 22   5  73   1   0| 815M 1309M  153M 5482M|8630B 1620B|   0   340k|   0  20.0 | 909  1097 |1.10 1.10 0.86|1.0   0  24|   0     0 |openstack            6087  24%  10M   0 |openstack            6087   10M   0  24%|mysqld       205M|   0     0 |  14   29    0  260    0
Aug 09 13:51:23 ubuntu dstat.sh[491]: 09-08 13:51:23| 19   8  73   0   0| 782M 1342M  153M 5482M|7060B 1620B|   0    36k|   0  3.00 |1362  2059 |1.10 1.10 0.86|1.0   0  91|   0     0 |openstack            6178 7.5%2043k   0 |bash                 2692   11M4265B0.2%|mysqld       205M|   0     0 |  14   29    0  265    0
Aug 09 13:51:24 ubuntu dstat.sh[491]: 09-08 13:51:24| 22   4  74   0   0| 820M 1304M  153M 5482M|7515B 1566B|   0   152k|   0  9.00 | 857  1049 |1.10 1.10 0.86|1.0   0   0|   0     0 |openstack            6178  23%8969k   0 |openstack            6178 8969k   0  23%|mysqld       205M|   0     0 |  14   31    0  263    0
Aug 09 13:51:25 ubuntu dstat.sh[491]: 09-08 13:51:25| 21   6  72   1   0| 802M 1322M  153M 5482M|7335B 1512B|   0  2524k|   0  85.0 |1328  1774 |1.10 1.10 0.86|1.0   0  76|   0     0 |openstack            6254  16%6889k   0 |bash                 2692   11M4623B  0%|mysqld       205M|   0     0 |  14   29    0  265    0
Aug 09 13:51:26 ubuntu dstat.sh[491]: 09-08 13:51:26| 23   4  73   0   0| 780M 1344M  153M 5482M|  16k 1620B|   0    76k|   0  6.00 |1266  2041 |1.10 1.10 0.86|1.0   0  21|   0     0 |uwsgi                2736 3.2%5028B  16k|bash                 2692   11M3235B0.2%|mysqld       205M|   0     0 |  14   29    0  259    0
Aug 09 13:51:27 ubuntu dstat.sh[491]: 09-08 13:51:27| 23   4  73   0   0| 812M 1311M  153M 5483M|7434B 1620B|   0   104k|   0  11.0 | 792   964 |1.10 1.10 0.86|1.0   0 2.0|   0     0 |openstack            6275  25%8159k   0 |openstack            6275 8159k   0  25%|mysqld       205M|   0     0 |  14   29    0  259    0
Aug 09 13:51:28 ubuntu dstat.sh[491]: 09-08 13:51:28| 23   5  72   0   0| 789M 1334M  153M 5483M|7052B 1620B|   0   100k|   0  9.00 |1343  2083 |1.10 1.10 0.86|2.0   0  44|   0     0 |openstack            6321 9.2%3223k   0 |bash                 2692   11M   0   0%|mysqld       205M|   0     0 |  14   29    0  258    0
Aug 09 13:51:29 ubuntu dstat.sh[491]: 09-08 13:51:29| 24   3  73   0   0| 820M 1303M  153M 5483M|7666B 1620B|   0   392k|   0  22.0 |1263  1819 |1.09 1.10 0.86|2.0   0   0|   0     0 |openstack            6321  18%7784k   0 |openstack            6321 7784k   0  18%|mysqld       205M|   0     0 |  14   31    0  265    0
Aug 09 13:51:30 ubuntu dstat.sh[491]: 09-08 13:51:30| 21   6  73   0   0| 805M 1318M  153M 5483M|9196B 1714B|   0    16k|   0  3.00 |1188  1776 |1.09 1.10 0.86|1.0   0  68|   0     0 |openstack            6389  17%7657k   0 |bash                 2692   11M4018B0.2%|mysqld       205M|   0     0 |  14   29    0  262    0
Aug 09 13:51:31 ubuntu dstat.sh[491]: 09-08 13:51:31| 24   3  73   0   0| 773M 1350M  153M 5483M|8114B 1620B|   0     0 |   0     0 |1313  2095 |1.09 1.10 0.86|1.0   0  21|   0     0 |uwsgi                2737 3.0%6058B  18k|bash                 2692   11M3245B  0%|mysqld       205M|   0     0 |  14   29    0  271    0
Aug 09 13:51:32 ubuntu dstat.sh[491]: 09-08 13:51:32| 22   4  74   0   0| 815M 1308M  153M 5483M|8723B 1620B|   0     0 |   0     0 | 809   872 |1.09 1.10 0.86|1.0   0   0|   0     0 |openstack            6410  25%  10M   0 |openstack            6410   10M   0  25%|mysqld       205M|   0     0 |  14   29    0  265    0
Aug 09 13:51:33 ubuntu dstat.sh[491]: 09-08 13:51:33| 21   5  73   0   0| 789M 1334M  153M 5483M|8077B 1620B|   0    96k|   0  9.00 |1331  2156 |1.09 1.10 0.86|1.0   0  44|   0     0 |openstack            6454 9.2%3223k   0 |bash                 2692   11M   0   0%|mysqld       205M|   0     0 |  14   29    0  273    0
Aug 09 13:51:34 ubuntu dstat.sh[491]: 09-08 13:51:34| 24   3  73   0   0| 820M 1302M  153M 5483M|7037B 1620B|   0     0 |   0     0 |1176  1807 |1.08 1.09 0.86|1.0   0   0|   0     0 |openstack            6454  18%7784k 108B|openstack            6454 7784k 108B 18%|mysqld       205M|   0     0 |  14   29    0  274    0
Aug 09 13:51:35 ubuntu dstat.sh[491]: 09-08 13:51:35| 21   6  73   0   0| 807M 1316M  153M 5483M|9570B 1512B|   0     0 |   0     0 | 955  1420 |1.08 1.09 0.86|1.0   0  68|   0     0 |openstack            6522  19%7658k   0 |bash                 2692   11M4018B0.2%|mysqld       205M|   0     0 |  14   29    0  274    0
Aug 09 13:51:36 ubuntu dstat.sh[491]: 09-08 13:51:36| 22   4  74   0   0| 779M 1344M  153M 5483M|  10k 1566B|   0    60k|   0  6.00 |1435  2239 |1.08 1.09 0.86|1.0   0  21|   0     0 |uwsgi                2736 3.2%5028B  16k|bash                 2692   11M3235B  0%|mysqld       205M|   0     0 |  14   29    0  279    0
Aug 09 13:51:37 ubuntu dstat.sh[491]: 09-08 13:51:37| 23   3  73   0   0| 815M 1307M  153M 5483M|  10k 1620B|   0   152k|   0  9.00 | 836   963 |1.08 1.09 0.86|1.0   0 2.0|   0     0 |openstack            6543  25%8586k   0 |openstack            6543 8586k   0  25%|mysqld       205M|   0     0 |  14   29    0  279    0
Aug 09 13:51:38 ubuntu dstat.sh[491]: 09-08 13:51:38| 22   6  71   1   0| 790M 1333M  153M 5483M|9140B 1566B|   0   176k|   0  20.0 |1661  2520 |1.08 1.09 0.86|1.0   0  44|   0     0 |openstack            6589 9.2%3306k   0 |bash                 2692   11M   0 0.2%|mysqld       205M|   0     0 |  14   29    0  282    0
Aug 09 13:51:39 ubuntu dstat.sh[491]: 09-08 13:51:39| 24   3  73   0   0| 819M 1303M  153M 5483M|6853B 1674B|   0     0 |   0     0 |1197  1687 |1.07 1.09 0.86|1.0   0   0|   0     0 |openstack            6589  18%7700k   0 |openstack            6589 7700k   0  18%|mysqld       205M|   0     0 |  14   29    0  288    0
Aug 09 13:51:40 ubuntu dstat.sh[491]: 09-08 13:51:40| 21   6  73   0   0| 801M 1321M  153M 5484M|8275B 1620B|   0    72k|   0  15.0 |1337  1923 |1.07 1.09 0.86|2.0   0  68|   0     0 |openstack            6657  16%6706k   0 |bash                 2692   11M4018B  0%|mysqld       205M|   0     0 |  14   29    0  286    0
Aug 09 13:51:41 ubuntu dstat.sh[491]: 09-08 13:51:41| 24   3  73   0   0| 778M 1344M  153M 5484M|7322B 1620B|   0     0 |   0     0 |1371  2167 |1.07 1.09 0.86|1.0   0  21|   0     0 |uwsgi                2736 3.2%5043B  16k|bash                 2692   11M3245B0.2%|mysqld       205M|   0     0 |  14   29    0  295    0
Aug 09 13:51:42 ubuntu dstat.sh[491]: 09-08 13:51:42| 23   3  74   0   0| 816M 1307M  153M 5484M|7273B 1620B|   0     0 |   0     0 | 544   714 |1.07 1.09 0.86|1.0   0   0|   0     0 |openstack            6678  25%9055k   0 |openstack            6678 9055k   0  25%|mysqld       205M|   0     0 |  14   29    0  290    0
Aug 09 13:51:43 ubuntu dstat.sh[491]: 09-08 13:51:43| 23   4  73   0   0| 797M 1325M  153M 5484M|6968B 1620B|   0   148k|   0  14.0 |1258  2083 |1.07 1.09 0.86|1.0   0  44|   0     0 |openstack            6722  15%5646k   0 |bash                 2692   11M   0   0%|mysqld       205M|   0     0 |  14   29    0  298    0
Aug 09 13:51:44 ubuntu dstat.sh[491]: 09-08 13:51:44| 24   3  73   0   0| 819M 1304M  153M 5484M|6731B 1620B|   0     0 |   0     0 |1210  1836 |1.07 1.09 0.86|1.0   0   0|   0     0 |openstack            6722  16%5360k 108B|openstack            6722 5360k 108B 16%|mysqld       205M|   0     0 |  14   29    0  293    0
Aug 09 13:51:45 ubuntu dstat.sh[491]: 09-08 13:51:45| 21   5  73   1   0| 806M 1316M  153M 5484M|9110B 1620B|   0  2680k|   0  88.0 |1108  1357 |1.07 1.09 0.86|2.0   0  68|   0     0 |openstack            6790  21%7993k   0 |bash                 2692   11M4017B  0%|mysqld       205M|   0     0 |  14   29    0  293    0
Aug 09 13:51:46 ubuntu dstat.sh[491]: 09-08 13:51:46| 24   4  72   0   0| 782M 1340M  153M 5484M|8633B 1566B|   0   104k|   0  6.00 |1329  2078 |1.07 1.09 0.86|1.0   0  21|   0     0 |uwsgi                2737 4.0%6046B  18k|bash                 2692   11M3233B0.5%|mysqld       205M|   0     0 |  14   29    0  290    0
Aug 09 13:51:47 ubuntu dstat.sh[491]: 09-08 13:51:47| 23   3  74   0   0| 818M 1303M  153M 5484M|7023B 1512B|   0   316k|   0  15.0 | 708  1039 |1.07 1.09 0.86|1.0   0 2.0|   0     0 |openstack            6811  24%9069k   0 |openstack            6811 9069k   0  24%|mysqld       205M|   0     0 |  14   31    0  292    0
Aug 09 13:51:48 ubuntu dstat.sh[491]: 09-08 13:51:48| 22   5  73   0   0| 801M 1320M  153M 5484M|7897B 1620B|   0    32k|   0  3.00 |1304  1951 |1.07 1.09 0.86|1.0   0  44|   0     0 |openstack            6857  15%6644k   0 |bash                 2692   11M   0   0%|mysqld       205M|   0     0 |  14   29    0  289    0
Aug 09 13:51:49 ubuntu dstat.sh[491]: 09-08 13:51:49| 23   3  73   0   0| 820M 1302M  153M 5484M|  15k 1620B|   0     0 |   0     0 |1375  2122 |1.06 1.09 0.87|1.0   0   0|   0     0 |openstack            6857  15%4362k 108B|openstack            6857 4362k 108B 15%|mysqld       205M|   0     0 |  14   29    0  298    0
Aug 09 13:51:50 ubuntu dstat.sh[491]: 09-08 13:51:50| 19   9  72   0   0| 804M 1318M  153M 5484M|9766B 1566B|   0    56k|   0  6.00 |1430  2214 |1.06 1.09 0.87|1.0   0 158|   0     0 |openstack            7015  16%6996k   0 |bash                 2692   11M9968B0.8%|mysqld       205M|   0     0 |  14   29    0  298    0
Aug 09 13:51:51 ubuntu dstat.sh[491]: 09-08 13:51:51| 21   5  74   0   0| 773M 1349M  153M 5484M|7670B 1674B|   0   100k|   0  13.0 |1375  2040 |1.06 1.09 0.87|2.0   0  61|   0     0 |uwsgi                2736 3.2%3740B  11k|bash                 2692   11M3446B0.5%|mysqld       205M|   0     0 |  14   29    0  296    0
Aug 09 13:51:52 ubuntu dstat.sh[491]: 09-08 13:51:52| 21   6  73   0   0| 809M 1312M  153M 5484M|8818B 1620B|   0   284k|   0  12.0 |1052  1413 |1.06 1.09 0.87|1.0   0  87|   0     0 |openstack            7163  22%8101k   0 |openstack            7163 8101k   0  22%|mysqld       205M|   0     0 |  14   29    0  296    0
Aug 09 13:51:53 ubuntu dstat.sh[491]: 09-08 13:51:53| 25   3  72   0   0| 821M 1301M  153M 5484M|7996B 1620B|   0   284k|   0  17.0 |1766  2985 |1.06 1.09 0.87|1.0   0   0|   0     0 |openstack            7163  11%2905k   0 |openstack            7163 2905k   0  11%|mysqld       205M|   0     0 |  14   31    0  302    0
Aug 09 13:51:54 ubuntu dstat.sh[491]: 09-08 13:51:54| 23   4  73   0   0| 806M 1316M  153M 5484M|8528B 1620B|   0   216k|   0  10.0 | 948  1189 |1.14 1.10 0.87|2.0   0  21|   0     0 |openstack            7184  20%7813k   0 |bash                 2692   11M4241B0.2%|mysqld       205M|   0     0 |  14   29    0  303    0
Aug 09 13:51:55 ubuntu dstat.sh[491]: 09-08 13:51:55| 24   3  72   0   0| 819M 1302M  153M 5484M|7665B 1620B|   0   292k|   0  20.0 |1776  3096 |1.14 1.10 0.87|1.0   0   0|   0     0 |openstack            7184 8.8%3184k   0 |openstack            7184 3184k   0 8.8%|mysqld       205M|   0     0 |  14   29    0  308    0
Aug 09 13:51:56 ubuntu dstat.sh[491]: 09-08 13:51:56| 23   6  72   0   0| 807M 1314M  153M 5484M|7606B 1620B|   0   220k|   0  12.0 |1019  1419 |1.14 1.10 0.87|1.0   0  71|   0     0 |openstack            7259  21%7747k   0 |bash                 2692   11M   0   0%|mysqld       205M|   0     0 |  14   29    0  308    0
Aug 09 13:51:57 ubuntu dstat.sh[491]: 09-08 13:51:57| 25   3  72   1   0| 821M 1300M  153M 5485M|8498B 1458B|   0   200k|   0  14.0 |1769  3166 |1.14 1.10 0.87|1.0   0 2.0|   0     0 |openstack            7259 9.8%3259k 725B|openstack            7259 3259k 725B9.8%|mysqld       205M|   0     0 |  14   29    0  309    0
Aug 09 13:51:58 ubuntu dstat.sh[491]: 09-08 13:51:58| 18  10  72   0   0| 802M 1319M  153M 5485M|8789B 1620B|   0   180k|   0  7.00 |1418  2296 |1.14 1.10 0.87|1.0   0 184|   0     0 |openstack            7445  15%5901k   0 |bash                 2692   11M  10k  0%|mysqld       205M|   0     0 |  14   29    0  309    0
Aug 09 13:51:59 ubuntu dstat.sh[491]: 09-08 13:51:59| 24   3  73   0   0| 822M 1299M  153M 5485M|8628B 1620B|   0   176k|   0  13.0 |1347  2077 |1.13 1.10 0.87|1.0   0   0|   0     0 |openstack            7445  15%5105k   0 |openstack            7445 5105k   0  15%|mysqld       205M|   0     0 |  14   31    0  309    0
Aug 09 13:52:00 ubuntu dstat.sh[491]: 09-08 13:52:00| 22   5  73   0   0| 791M 1329M  153M 5485M|  15k 1620B|   0   148k|   0  6.00 |1404  2047 |1.13 1.10 0.87|1.0   0  21|   0     0 |openstack            7466  13%4236k   0 |bash                 2692   11M4237B0.5%|mysqld       205M|   0     0 |  14   29    0  314    0
Aug 09 13:52:01 ubuntu dstat.sh[491]: 09-08 13:52:01| 24   3  73   0   0| 819M 1302M  153M 5485M|7732B 1620B|   0   140k|   0  6.00 |1383  2041 |1.13 1.10 0.87|2.0   0   0|   0     0 |openstack            7466  16%6761k   0 |openstack            7466 6761k   0  16%|mysqld       205M|   0     0 |  14   31    0  313    0
Aug 09 13:52:02 ubuntu dstat.sh[491]: 09-08 13:52:02| 22   6  71   0   0| 796M 1325M  153M 5485M|7201B 1620B|   0   140k|   0  10.0 |1550  2474 |1.13 1.10 0.87|1.0   0  71|   0     0 |openstack            7537  12%3306k   0 |bash                 2692   11M   0   0%|mysqld       205M|   0     0 |  14   29    0  318    0
Aug 09 13:52:03 ubuntu dstat.sh[491]: 09-08 13:52:03| 24   3  73   0   0| 822M 1299M  153M 5485M|6992B 1620B|   0   712k|   0  21.0 | 996  1596 |1.13 1.10 0.87|1.0   0   0|   0     0 |openstack            7537  19%7700k   0 |openstack            7537 7700k   0  19%|mysqld       205M|   0     0 |  14   31    0  315    0
Aug 09 13:52:04 ubuntu dstat.sh[491]: 09-08 13:52:04| 20   7  72   0   0| 783M 1338M  153M 5485M|8512B 1512B|   0    48k|   0  6.00 |2108  3482 |1.12 1.10 0.87|1.0   0 112|   0     0 |uwsgi                2736 5.2%4870B  21k|bash                 2692   11M8432B0.2%|mysqld       205M|   0     0 |  14   29    0  324    0
Aug 09 13:52:05 ubuntu dstat.sh[491]: 09-08 13:52:05| 23   4  74   0   0| 820M 1300M  153M 5485M|  10k 1512B|   0     0 |   0     0 | 732   794 |1.12 1.10 0.87|1.0   0   0|   0     0 |openstack            7649  25%9076k   0 |openstack            7649 9076k   0  25%|mysqld       205M|   0     0 |  14   31    0  320    0
Aug 09 13:52:06 ubuntu dstat.sh[491]: 09-08 13:52:06| 22   6  73   0   0| 798M 1322M  153M 5485M|6606B 1620B|   0     0 |   0     0 |1298  1845 |1.12 1.10 0.87|1.0   0  51|   0     0 |openstack            7700  15%5570k   0 |bash                 7606   11M2328B0.2%|mysqld       205M|   0     0 |  14   29    0  325    0
Aug 09 13:52:07 ubuntu dstat.sh[491]: 09-08 13:52:07| 23   3  73   0   0| 773M 1347M  153M 5485M|7271B 1620B|   0    64k|   0  7.00 |1038  1354 |1.12 1.10 0.87|2.0   0  14|   0     0 |uwsgi                2736 1.5%2646B7844B|bash                 2692   22M5187B0.2%|mysqld       205M|   0     0 |  14   29    0  324    0
Aug 09 13:52:08 ubuntu dstat.sh[491]: 09-08 13:52:08| 22   5  73   0   0| 811M 1309M  153M 5485M|8887B 1566B|   0     0 |   0     0 | 883  1271 |1.12 1.10 0.87|1.0   0  69|   0     0 |openstack            7783  22%8584k   0 |openstack            7783 8584k   0  22%|mysqld       205M|   0     0 |  14   29    0  324    0
Aug 09 13:52:09 ubuntu dstat.sh[491]: 09-08 13:52:09| 22   5  73   0   0| 784M 1336M  153M 5485M|6718B 1512B|   0    60k|   0  6.00 |1412  2176 |1.11 1.10 0.87|1.0   0  64|   0     0 |openstack            7847 3.8%1928k   0 |bash                 7727   11M2921B  0%|mysqld       206M|   0     0 |  14   29    0  315    0
