-- Logs begin at Wed 2022-11-02 12:53:20 UTC, end at Wed 2022-11-02 15:11:44 UTC. --
Nov 02 14:28:16 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Nov 02 14:28:16 ubuntu dstat.sh[71630]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
Nov 02 14:28:16 ubuntu dstat.sh[71630]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
Nov 02 14:29:54 ubuntu dstat.sh[71630]: 02-11 14:29:54| 86  10   2   0   0|1396M  978M  183M 5188M|1032k 1021k|   0   845k|   0  67.7 |5624    14k|3.99 1.68 0.90|5.0 1.0  77|   0     0 |   0     0 |  9   34    0   25    0
Nov 02 14:29:55 ubuntu dstat.sh[71630]: 02-11 14:29:55| 83  14   4   0   0|1399M  975M  183M 5188M| 677k  668k|   0  1040k|   0  53.2 |5430    11k|4.23 1.77 0.93|5.0   0 156|   0     0 |   0     0 |  9   33    0   25    0
Nov 02 14:29:56 ubuntu dstat.sh[71630]: 02-11 14:29:56| 88  11   1   0   0|1435M  939M  183M 5188M| 488k  479k|   0  7549k|   0   282 |4490  7112 |4.23 1.77 0.93|5.0   0  20|   0     0 |   0     0 |  9   33    0   25    0
Nov 02 14:29:57 ubuntu dstat.sh[71630]: 02-11 14:29:57| 75  10  13   0   0|1498M  875M  183M 5189M|1129k 1121k|   0   916k|   0  41.0 |7085    14k|4.23 1.77 0.93|3.0   0  45|   0     0 |   0     0 |  9   36    0   28    0
Nov 02 14:29:58 ubuntu dstat.sh[71630]: 02-11 14:29:58| 71   6  21   1   0|1520M  853M  183M 5189M|1142k 1134k|   0   580k|   0  52.0 |6141    14k|4.23 1.77 0.93|8.0   0   0|   0     0 |   0     0 |  9   34    0   32    0
Nov 02 14:29:59 ubuntu dstat.sh[71630]: 02-11 14:29:59| 84  13   3   0   0|1314M 1058M  183M 5189M| 538k  530k|   0   440k|   0  26.0 |4228  9482 |4.23 1.77 0.93|5.0   0 200|   0     0 |   0     0 |  9   32    0   32    0
Nov 02 14:30:00 ubuntu dstat.sh[71630]: 02-11 14:30:00| 87  11   0   0   0|1474M  899M  183M 5189M| 232k  224k|   0   967k|   0  16.0 |2650  4009 |4.22 1.81 0.95|5.0   0  32|   0     0 |   0     0 |  9   34    0   32    0
Nov 02 14:30:01 ubuntu dstat.sh[71630]: 02-11 14:30:01| 80  11   8   0   0|1323M 1049M  183M 5189M|1331k 1323k|   0   945k|   0  98.1 |6330    16k|4.22 1.81 0.95|4.0   0 143|   0     0 |   0     0 |  9   34    0   34    0
Nov 02 14:30:02 ubuntu dstat.sh[71630]: 02-11 14:30:02| 83  14   4   0   0|1364M 1008M  183M 5190M|1178k 1170k|   0  1140k|   0  41.0 |4905    13k|4.22 1.81 0.95|4.0   0 106|   0     0 |   0     0 |  9   33    0   35    0
Nov 02 14:30:03 ubuntu dstat.sh[71630]: 02-11 14:30:03| 84  12   4   0   0|1349M 1023M  183M 5190M| 610k  602k|   0   976k|   0  38.8 |4598  9154 |4.22 1.81 0.95|4.0   0  68|   0     0 |   0     0 |  9   33    0   35    0
Nov 02 14:30:04 ubuntu dstat.sh[71630]: 02-11 14:30:04| 85  11   4   0   0|1417M  955M  183M 5190M| 580k  572k|   0  1020k|   0  24.1 |3753  8617 |4.22 1.81 0.95|4.0   0  46|   0     0 |   0     0 |  9   33    0   35    0
Nov 02 14:30:05 ubuntu dstat.sh[71630]: 02-11 14:30:05| 81  14   5   0   0|1385M  985M  183M 5190M|1044k 1038k|   0  1007k|   0  47.0 |5346    15k|4.44 1.89 0.98|4.0   0  98|   0     0 |   0     0 |  9   34    0   35    0
Nov 02 14:30:06 ubuntu dstat.sh[71630]: 02-11 14:30:06| 85  13   3   0   0|1361M 1010M  183M 5191M| 509k  501k|   0    15M|   0   110 |3722  9094 |4.44 1.89 0.98|4.0   0 122|   0     0 |   0     0 |  9   32    0   33    0
Nov 02 14:30:07 ubuntu dstat.sh[71630]: 02-11 14:30:07| 85  12   3   0   0|1434M  936M  183M 5191M| 564k  555k|   0  1060k|   0  27.0 |3516  8529 |4.44 1.89 0.98|4.0   0  62|   0     0 |   0     0 |  9   33    0   33    0
Nov 02 14:30:08 ubuntu dstat.sh[71630]: 02-11 14:30:08| 82  13   4   0   0|1358M 1012M  183M 5191M| 770k  762k|   0  2574k|   0   108 |4044    12k|4.44 1.89 0.98|6.0 2.0 118|   0     0 |   0     0 |  9   33    0   33    0
Nov 02 14:30:09 ubuntu dstat.sh[71630]: 02-11 14:30:09| 85  12   3   0   0|1427M  943M  183M 5191M| 571k  561k|   0  6018k|   0   154 |3613  7918 |4.44 1.89 0.98|5.0   0  45|   0     0 |   0     0 |  9   34    0   34    0
Nov 02 14:30:10 ubuntu dstat.sh[71630]: 02-11 14:30:10| 82  15   2   0   0|1380M  990M  183M 5191M| 313k  304k|   0   743k|   0  54.9 |3474  7073 |4.40 1.93 1.00|4.0   0 200|   0     0 |   0     0 |  9   33    0   32    0
Nov 02 14:30:11 ubuntu dstat.sh[71630]: 02-11 14:30:11| 82  12   6   0   0|1418M  951M  183M 5192M| 614k  605k|   0   719k|   0  53.2 |4900    10k|4.40 1.93 1.00|3.0   0  61|   0     0 |   0     0 |  9   35    0   35    0
Nov 02 14:30:12 ubuntu dstat.sh[71630]: 02-11 14:30:12| 76  13  10   0   0|1285M 1084M  183M 5192M| 801k  794k|   0    47M|   0   187 |4643    12k|4.40 1.93 1.00|5.0   0 186|   0     0 |   0     0 |  9   32    0   37    0
Nov 02 14:30:13 ubuntu dstat.sh[71630]: 02-11 14:30:13| 87  11   2   0   0|1362M 1008M  183M 5192M| 393k  384k|   0   968k|   0  21.0 |3174  6484 |4.40 1.93 1.00|4.0   0  46|   0     0 |   0     0 |  9   32    0   37    0
Nov 02 14:30:14 ubuntu dstat.sh[71630]: 02-11 14:30:14| 78  15   6   0   0|1470M  898M  183M 5192M| 622k  614k|  80k  956k|2.00  33.0 |4544    16k|4.40 1.93 1.00|4.0   0 297|   0     0 |   0     0 |  9   35    0   39    0
Nov 02 14:30:15 ubuntu dstat.sh[71630]: 02-11 14:30:15| 66  16  17   0   0|1319M 1049M  183M 5193M| 746k  736k|   0   824k|   0  72.0 |4640    12k|4.61 2.01 1.03|4.0   0 302|   0     0 |   0     0 |  9   32    0   40    0
Nov 02 14:30:16 ubuntu dstat.sh[71630]: 02-11 14:30:16| 66  10  25   0   0|1382M  986M  183M 5193M|  55k   38k|   0   488k|   0  13.0 |1912  2291 |4.61 2.01 1.03|3.0   0  66|   0     0 |   0     0 |  9   33    0   40    0
Nov 02 14:30:17 ubuntu dstat.sh[71630]: 02-11 14:30:17| 66   9  24   0   0|1327M 1040M  183M 5193M| 816k  809k|   0  3588k|   0   216 |5204    11k|4.61 2.01 1.03|3.0   0  81|   0     0 |   0     0 |  9   33    0   40    0
Nov 02 14:30:18 ubuntu dstat.sh[71630]: 02-11 14:30:18| 64  12  24   0   0|1273M 1095M  183M 5193M| 565k  557k|   0   917k|   0  47.8 |4669  8668 |4.61 2.01 1.03|3.0   0 149|   0     0 |   0     0 |  9   32    0   41    0
Nov 02 14:30:19 ubuntu dstat.sh[71630]: 02-11 14:30:19| 67  12  21   0   0|1386M  981M  183M 5193M| 403k  394k|   0  1036k|   0  27.1 |3381  6312 |4.61 2.01 1.03|3.0   0  86|   0     0 |   0     0 |  8   33    0   42    0
Nov 02 14:30:20 ubuntu dstat.sh[71630]: 02-11 14:30:20| 63  16  20   1   0|1339M 1029M  183M 5193M| 566k  558k|   0  1220k|   0  53.0 |4734    10k|4.56 2.05 1.05|4.0   0 329|   0     0 |   0     0 |  8   33    0   43    0
Nov 02 14:30:21 ubuntu dstat.sh[71630]: 02-11 14:30:21| 67   9  23   0   0|1406M  961M  183M 5193M| 866k  857k|   0  1183k|   0  59.0 |3877    11k|4.56 2.05 1.05|7.0   0  40|   0     0 |   0     0 |  8   34    0   41    0
Nov 02 14:30:22 ubuntu dstat.sh[71630]: 02-11 14:30:22| 54  13  30   2   0|1300M 1066M  183M 5194M| 642k  626k|   0  3627k|   0  88.9 |4149    10k|4.56 2.05 1.05|8.0   0 241|   0     0 |   0     0 |  8   32    0   41    0
Nov 02 14:30:23 ubuntu dstat.sh[71630]: 02-11 14:30:23| 46   9  46   0   0|1298M 1068M  183M 5194M|  66k   55k|   0   361k|   0  27.1 |1814  2476 |4.56 2.05 1.05|2.0   0  68|   0     0 |   0     0 |  8   32    0   39    0
Nov 02 14:30:24 ubuntu dstat.sh[71630]: 02-11 14:30:24| 45  12  43   0   0|1274M 1092M  183M 5194M| 467k  457k|   0   920k|   0  52.0 |3282  9614 |4.56 2.05 1.05|5.0   0  92|   0     0 |   0     0 |  8   33    0   40    0
Nov 02 14:30:25 ubuntu dstat.sh[71630]: 02-11 14:30:25| 59  16  22   0   0|1263M 1104M  183M 5194M| 447k  438k|   0   788k|   0  30.0 |  20k   48k|4.68 2.11 1.08|2.0   0 106|   0     0 |   0     0 |  9   32    0   42    0
Nov 02 14:30:26 ubuntu dstat.sh[71630]: 02-11 14:30:26| 47   7  44   1   0|1310M 1056M  183M 5194M| 373k  358k|   0  1006k|   0  37.9 |3381  7562 |4.68 2.11 1.08|2.0   0  37|   0     0 |   0     0 |  9   32    0   42    0
Nov 02 14:30:27 ubuntu dstat.sh[71630]: 02-11 14:30:27| 39  18  45   1   0|1287M 1079M  183M 5194M| 193k  186k|   0  2180k|   0   147 |3000  4899 |4.68 2.11 1.08|4.0   0 322|   0     0 |   0     0 |  9   33    0   40    0
Nov 02 14:30:28 ubuntu dstat.sh[71630]: 02-11 14:30:28| 43  10  46   1   0|1291M 1075M  183M 5194M|  86k   71k|   0   473k|   0  33.1 |2254  3204 |4.68 2.11 1.08|2.0   0 131|   0     0 |   0     0 |  9   33    0   40    0
Nov 02 14:30:29 ubuntu dstat.sh[71630]: 02-11 14:30:29| 46   8  46   0   0|1261M 1104M  183M 5194M| 380k  372k|   0   688k|   0  30.0 |2826  5622 |4.68 2.11 1.08|2.0   0  82|   0     0 |   0     0 |  9   32    0   39    0
Nov 02 14:30:30 ubuntu dstat.sh[71630]: 02-11 14:30:30| 46   8  46   0   0|1246M 1120M  183M 5194M| 329k  319k|   0   880k|   0  40.0 |2967  5670 |4.54 2.13 1.09|2.0   0  70|   0     0 |   0     0 |  9   32    0   41    0
Nov 02 14:30:31 ubuntu dstat.sh[71630]: 02-11 14:30:31| 47   7  46   0   0|1310M 1055M  183M 5195M| 186k  177k|   0   689k|   0  33.9 |1868  3106 |4.54 2.13 1.09|6.0   0  41|   0     0 |   0     0 |  9   33    0   41    0
Nov 02 14:30:32 ubuntu dstat.sh[71630]: 02-11 14:30:32| 46   9  44   1   0|1259M 1107M  183M 5195M| 856k  848k|   0   948k|   0  71.3 |4402  9985 |4.54 2.13 1.09|4.0   0  87|   0     0 |   0     0 |  9   33    0   42    0
Nov 02 14:30:33 ubuntu dstat.sh[71630]: 02-11 14:30:33| 28  18  55   0   1|1216M 1149M  183M 5195M| 110k  102k|   0   464k|   0  26.0 |2637  4499 |4.54 2.13 1.09|3.0   0 360|   0     0 |   0     0 |  9   32    0   40    0
Nov 02 14:30:34 ubuntu dstat.sh[71630]: 02-11 14:30:34| 24   5  71   1   0|1255M 1110M  183M 5195M|  63k   55k|   0   567k|   0  24.0 |1522  1921 |4.54 2.13 1.09|3.0   0  41|   0     0 |   0     0 |  9   32    0   40    0
Nov 02 14:30:35 ubuntu dstat.sh[71630]: 02-11 14:30:35| 22   8  69   1   0|1208M 1157M  184M 5195M| 170k  162k|   0  1698k|   0   109 |2603  4389 |4.26 2.11 1.09|1.0   0 138|   0     0 |   0     0 |  9   32    0   38    0
Nov 02 14:30:36 ubuntu dstat.sh[71630]: 02-11 14:30:36| 24   5  72   0   0|1249M 1116M  184M 5195M|  12k 1618 |   0   420k|   0  17.0 |1393  1510 |4.26 2.11 1.09|1.0   0  36|   0     0 |   0     0 |  9   32    0   38    0
Nov 02 14:30:37 ubuntu dstat.sh[71630]: 02-11 14:30:37| 24   5  68   4   0|1189M 1176M  184M 5195M| 224k  208k|   0   644k|   0  41.0 |2501  4332 |4.26 2.11 1.09|2.0   0  54|   0     0 |   0     0 |  9   32    0   39    0
Nov 02 14:30:38 ubuntu dstat.sh[71630]: 02-11 14:30:38| 20   8  71   0   0|1227M 1138M  184M 5195M|8757  1617 |   0   244k|   0  18.0 |1485  1891 |4.26 2.11 1.09|2.0   0 113|   0     0 |   0     0 |  9   32    0   39    0
Nov 02 14:30:39 ubuntu dstat.sh[71630]: 02-11 14:30:39| 25   5  71   0   0|1254M 1111M  184M 5195M| 149k  140k|   0   509k|   0  21.0 |1579  2532 |4.26 2.11 1.09|4.0   0  38|   0     0 |   0     0 |  9   32    0   39    0
Nov 02 14:30:40 ubuntu dstat.sh[71630]: 02-11 14:30:40| 24   8  67   2   0|1204M 1161M  184M 5195M| 323k  313k|   0  1134k|   0  85.1 |3063  6412 |4.00 2.09 1.09|3.0   0 100|   0     0 |   0     0 |  9   32    0   40    0
Nov 02 14:30:41 ubuntu dstat.sh[71630]: 02-11 14:30:41| 31  25  43   0   0|1248M 1117M  184M 5195M|8167  1619 |   0   144k|   0  31.0 |3236  6150 |4.00 2.09 1.09|4.0   0 810|   0     0 |   0     0 |  8   32    0   40    0
Nov 02 14:30:42 ubuntu dstat.sh[71630]: 02-11 14:30:42| 33  19  46   0   0|1264M 1101M  184M 5195M| 270k  260k|   0  1371k|   0   160 |4419  8265 |4.00 2.09 1.09|2.0   0 657|   0     0 |   0     0 |  8   33    0   40    0
Nov 02 14:30:43 ubuntu dstat.sh[71630]: 02-11 14:30:43| 30  23  45   1   0|1211M 1154M  184M 5195M| 349k  342k|   0  1056k|   0   105 |3917  8848 |4.00 2.09 1.09|2.0   0 709|   0     0 |   0     0 |  8   32    0   40    0
Nov 02 14:30:44 ubuntu dstat.sh[71630]: 02-11 14:30:44| 32  22  47   0   0|1239M 1126M  184M 5195M|  30k 1620 |   0   572k|   0  80.0 |3250  5570 |4.00 2.09 1.09|2.0   0 642|   0     0 |   0     0 |  8   32    0   40    0
Nov 02 14:30:45 ubuntu dstat.sh[71630]: 02-11 14:30:45| 32  20  46   1   1|1186M 1179M  184M 5195M| 152k  142k|   0  1184k|   0  92.0 |3784  7778 |3.76 2.07 1.09|3.0   0 755|   0     0 |   0     0 |  8   32    0   40    0
Nov 02 14:30:46 ubuntu dstat.sh[71630]: 02-11 14:30:46| 30  24  46   0   0|1231M 1133M  184M 5196M|9494  1619 |   0  1087k|   0  89.9 |3304  5905 |3.76 2.07 1.09|3.0   0 674|   0     0 |   0     0 |  8   32    0   40    0
Nov 02 14:30:47 ubuntu dstat.sh[71630]: 02-11 14:30:47| 33  20  45   3   0|1255M 1110M  184M 5195M| 224k  214k|   0  5963k|   0   312 |6270    13k|3.76 2.07 1.09|2.0   0 586|   0     0 |   0     0 |  8   32    0   40    0
Nov 02 14:30:48 ubuntu dstat.sh[71630]: 02-11 14:30:48| 34  18  46   0   0|1220M 1144M  184M 5196M|  18k 1693 |   0   563k|   0  29.4 |  13k   39k|3.76 2.07 1.09|3.0   0 206|   0     0 |   0     0 |  9   32    0   40    0
Nov 02 14:30:49 ubuntu dstat.sh[71630]: 02-11 14:30:49| 24   5  71   0   0|1254M 1110M  184M 5196M|  65k   56k|   0   424k|   0  11.0 |1462  2108 |3.76 2.07 1.09|2.0   0  61|   0     0 |   0     0 |  9   32    0   40    0
Nov 02 14:30:50 ubuntu dstat.sh[71630]: 02-11 14:30:50| 21  11  66   1   0|1194M 1170M  184M 5196M| 176k  158k|   0   325k|   0  20.0 |3055  5248 |3.46 2.04 1.08|3.0   0 267|   0     0 |   0     0 |  9   32    0   41    0
Nov 02 14:30:51 ubuntu dstat.sh[71630]: 02-11 14:30:51| 23   4  74   0   0|1235M 1129M  184M 5196M|  11k 1619 |   0   172k|   0  8.00 |1046  1218 |3.46 2.04 1.08|2.0   0 1.0|   0     0 |   0     0 |  9   32    0   41    0
Nov 02 14:30:52 ubuntu dstat.sh[71630]: 02-11 14:30:52| 25   3  71   1   0|1252M 1113M  184M 5196M| 276k  265k|   0   511k|   0  20.9 |2534  4284 |3.46 2.04 1.08|3.0   0   0|   0     0 |   0     0 |  9   33    0   41    0
Nov 02 14:30:53 ubuntu dstat.sh[71630]: 02-11 14:30:53| 23   5  72   1   0|1214M 1151M  184M 5196M| 195k  180k|   0  1546k|   0  58.1 |2344  3832 |3.46 2.04 1.08|3.0   0  32|   0     0 |   0     0 |  9   32    0   41    0
Nov 02 14:30:54 ubuntu dstat.sh[71630]: 02-11 14:30:54| 23   3  74   0   0|1253M 1112M  184M 5196M|  64k   56k|   0   316k|   0  6.00 |1293  1818 |3.46 2.04 1.08|3.0   0   0|   0     0 |   0     0 |  9   32    0   41    0
Nov 02 14:30:55 ubuntu dstat.sh[71630]: 02-11 14:30:55| 24   4  72   1   0|1253M 1111M  184M 5196M| 494k  485k|   0   144k|   0  12.0 |3063  7255 |3.18 2.00 1.07|2.0   0   0|   0     0 |   0     0 |  9   33    0   40    0
Nov 02 14:30:56 ubuntu dstat.sh[71630]: 02-11 14:30:56| 15  18  67   0   0|1187M 1177M  184M 5196M|  72k   62k|   0   320k|   0  19.0 |2660  4619 |3.18 2.00 1.07|3.0   0 371|   0     0 |   0     0 |  9   32    0   42    0
Nov 02 14:30:57 ubuntu dstat.sh[71630]: 02-11 14:30:57| 43   9  49   0   0|1293M 1071M  184M 5196M|  10k 1621 |   0   296k|   0  11.0 |1600  1964 |3.18 2.00 1.07|3.0   0  73|   0     0 |   0     0 |  9   32    0   39    0
Nov 02 14:30:58 ubuntu dstat.sh[71630]: 02-11 14:30:58| 29   6  47  16   0|1363M  999M  184M 5198M|  34k   18k| 291k 5242k|21.0   428 |3664  5927 |3.18 2.00 1.07|1.0 1.0  22|   0     0 |   0     0 |  9   36    0   39    0
Nov 02 14:30:59 ubuntu dstat.sh[71630]: 02-11 14:30:59| 29   6  50  16   0|1377M  983M  184M 5200M|  15k 6730 |  76k   12M|3.00   927 |5670    11k|3.18 2.00 1.07|2.0 1.0  30|   0     0 |   0     0 |  9   36    0   35    0
Nov 02 14:31:00 ubuntu dstat.sh[71630]: 02-11 14:31:00| 28   7  47  19   0|1323M 1036M  184M 5201M|  15k 7382 |   0  5815k|   0   529 |4593  8126 |3.41 2.07 1.10|3.0   0  22|   0     0 |   0     0 |  9   36    0   35    0
Nov 02 14:31:01 ubuntu dstat.sh[71630]: 02-11 14:31:01| 30   5  46  20   0|1377M  980M  185M 5202M|  16k 6812 |   0  4653k|   0   531 |4731  8236 |3.41 2.07 1.10|3.0 1.0  37|   0     0 |   0     0 |  9   36    0   35    0
Nov 02 14:31:02 ubuntu dstat.sh[71630]: 02-11 14:31:02| 33   5  44  18   0|1308M 1047M  185M 5204M|  18k 9575 |   0  5507k|   0   600 |5753  9631 |3.41 2.07 1.10|3.0 1.0  29|   0     0 |   0     0 |  9   36    0   33    0
Nov 02 14:31:03 ubuntu dstat.sh[71630]: 02-11 14:31:03| 33   4  44  18   0|1363M  991M  185M 5204M|  21k   13k|   0  3612k|   0   413 |4553  7851 |3.41 2.07 1.10|3.0   0  10|   0     0 |   0     0 |  9   36    0   33    0
Nov 02 14:31:04 ubuntu dstat.sh[71630]: 02-11 14:31:04| 36   6  45  14   0|1290M 1065M  185M 5204M|  30k   22k|   0  3782k|   0   473 |4878  8129 |3.41 2.07 1.10|4.0   0 5.0|   0     0 |   0     0 |  9   34    0   32    0
Nov 02 14:31:05 ubuntu dstat.sh[71630]: 02-11 14:31:05| 45   6  49   0   0|1328M 1026M  185M 5204M|  11k 2464 |   0   689k|   0  23.0 |1528  1555 |3.29 2.07 1.11|2.0   0 7.0|   0     0 |   0     0 |  9   32    0   32    0
Nov 02 14:31:06 ubuntu dstat.sh[71630]: 02-11 14:31:06| 39   6  48   6   0|1382M  972M  186M 5204M| 158k  151k|   0  3885k|   0   652 |6162    11k|3.29 2.07 1.11|7.0   0 2.0|   0     0 |   0     0 |  9   36    0   32    0
Nov 02 14:31:07 ubuntu dstat.sh[71630]: 02-11 14:31:07| 34   7  44  14   0|1314M 1039M  186M 5204M| 185k  179k|   0    11M|   0  1162 |7365    15k|3.29 2.07 1.11|1.0 1.0 2.0|   0     0 |   0     0 |  9   36    0   32    0
Nov 02 14:31:08 ubuntu dstat.sh[71630]: 02-11 14:31:08| 36   8  44  13   0|1373M  979M  187M 5204M| 204k  195k|   0  4814k|   0   833 |7034    14k|3.29 2.07 1.11|2.0 1.0 1.0|   0     0 |   0     0 |  9   36    0   32    0
Nov 02 14:31:09 ubuntu dstat.sh[71630]: 02-11 14:31:09| 34   7  54   3   0|1219M 1134M  187M 5204M|  67k   60k|   0  1626k|   0   258 |3403  5898 |3.29 2.07 1.11|1.0   0  99|   0     0 |   0     0 |  9   32    0   32    0
Nov 02 14:31:10 ubuntu dstat.sh[71630]: 02-11 14:31:10| 24   3  74   0   0|1272M 1080M  187M 5204M|8351  1622 |   0   228k|   0  8.01 |1127  1290 |3.11 2.05 1.10|2.0   0 3.0|   0     0 |   0     0 |  9   32    0   31    0
Nov 02 14:31:11 ubuntu dstat.sh[71630]: 02-11 14:31:11| 23   3  74   0   0|1307M 1045M  187M 5204M|9704  1618 |   0   352k|   0  6.99 |1077  1228 |3.11 2.05 1.10|2.0   0 1.0|   0     0 |   0     0 |  9   32    0   31    0
Nov 02 14:31:12 ubuntu dstat.sh[71630]: 02-11 14:31:12| 21   6  72   2   0|1263M 1089M  187M 5204M|  10k 1622 |   0  7182k|   0   411 |2164  2955 |3.11 2.05 1.10|2.0   0 2.0|   0     0 |   0     0 |  9   32    0   25    0
Nov 02 14:31:13 ubuntu dstat.sh[71630]: 02-11 14:31:13| 23   4  72   1   0|1308M 1044M  187M 5204M|  10k 1620 |   0  7140k|   0   408 |2194  3005 |3.11 2.05 1.10|2.0   0 1.0|   0     0 |   0     0 |  9   32    0   25    0
Nov 02 14:31:14 ubuntu dstat.sh[71630]: 02-11 14:31:14| 28   8  63   1   0|1254M 1098M  187M 5204M|  11k 2761 |   0  6967k|   0   396 |2603  6886 |3.11 2.05 1.10|1.0   0  36|   0     0 |   0     0 |  9   32    0   26    0
Nov 02 14:31:15 ubuntu dstat.sh[71630]: 02-11 14:31:15| 23   4  74   0   0|1309M 1043M  187M 5204M|9754  1457 |   0     0 |   0     0 |1004  1137 |2.94 2.03 1.10|1.0   0 1.0|   0     0 |   0     0 |  9   32    0   26    0
Nov 02 14:31:16 ubuntu dstat.sh[71630]: 02-11 14:31:16| 23   3  74   0   0|1232M 1120M  187M 5205M|  18k 1623 |   0     0 |   0     0 | 953  1069 |2.94 2.03 1.10|2.0   0 2.0|   0     0 |   0     0 |  9   32    0   21    0
Nov 02 14:31:17 ubuntu dstat.sh[71630]: 02-11 14:31:17| 21   4  74   0   0|1238M 1114M  187M 5205M|9072  1620 |   0     0 |   0     0 | 984  1181 |2.94 2.03 1.10|2.0   0 2.0|   0     0 |   0     0 |  9   32    0   21    0
Nov 02 14:31:18 ubuntu dstat.sh[71630]: 02-11 14:31:18| 23   3  73   1   0|1299M 1053M  187M 5205M|8576  1662 |   0  1832k|   0   223 |1488  1327 |2.94 2.03 1.10|2.0 1.0 1.0|   0     0 |   0     0 |  9   32    0   20    0
Nov 02 14:31:19 ubuntu dstat.sh[71630]: 02-11 14:31:19| 23   3  69   4   0|1223M 1128M  187M 5205M|  11k 1618 |   0  5946k|   0   285 |1990  2715 |2.94 2.03 1.10|2.0   0 1.0|   0     0 |   0     0 |  9   32    0   20    0
Nov 02 14:31:20 ubuntu dstat.sh[71630]: 02-11 14:31:20| 23   3  73   0   0|1282M 1070M  187M 5205M|8873  1662 |   0   308k|   0  4.00 |1089  1262 |2.78 2.01 1.10|2.0   0 3.0|   0     0 |   0     0 |  9   32    0   17    0
Nov 02 14:31:21 ubuntu dstat.sh[71630]: 02-11 14:31:21| 22   5  74   0   0|1260M 1091M  187M 5205M|  11k 1620 |   0     0 |   0     0 |1017  1135 |2.78 2.01 1.10|2.0   0 2.0|   0     0 |   0     0 |  9   32    0   17    0
Nov 02 14:31:22 ubuntu dstat.sh[71630]: 02-11 14:31:22| 24   3  74   0   0|1309M 1042M  187M 5205M|9272  1620 |   0     0 |   0     0 | 951  1100 |2.78 2.01 1.10|2.0   0 1.0|   0     0 |   0     0 |  9   32    0   16    0
Nov 02 14:31:23 ubuntu dstat.sh[71630]: 02-11 14:31:23| 14  14  71   0   0|1207M 1145M  187M 5205M|  11k 1619 |   0   392k|   0  7.00 |2221  3465 |2.78 2.01 1.10|1.0   0 306|   0     0 |   0     0 |  9   32    0   16    0
Nov 02 14:31:24 ubuntu dstat.sh[71630]: 02-11 14:31:24| 10  20  70   0   0|1207M 1144M  187M 5205M|  12k 1620 |   0   492k|   0  9.00 |2724  4296 |2.78 2.01 1.10|3.0   0 391|   0     0 |   0     0 |  9   32    0   16    0
Nov 02 14:31:25 ubuntu dstat.sh[71630]: 02-11 14:31:25| 10  21  70   0   0|1207M 1145M  187M 5205M|  10k 1460 |   0   869k|   0  10.0 |2741  4380 |2.72 2.01 1.11|1.0   0 398|   0     0 |   0     0 |  9   32    0   16    0
Nov 02 14:31:26 ubuntu dstat.sh[71630]: 02-11 14:31:26| 11  20  69   0   0|1207M 1144M  187M 5205M|  19k 1723 |   0   879k|   0  11.0 |2696  4072 |2.72 2.01 1.11|5.0   0 390|   0     0 |   0     0 |  9   32    0   12    0
Nov 02 14:31:27 ubuntu dstat.sh[71630]: 02-11 14:31:27| 10  20  69   0   0|1207M 1144M  187M 5205M|9972  1619 |   0   799k|   0  9.99 |2672  4035 |2.72 2.01 1.11|3.0   0 374|   0     0 |   0     0 |  9   32    0   12    0
Nov 02 14:31:28 ubuntu dstat.sh[71630]: 02-11 14:31:28| 10  19  69   0   1|1207M 1144M  187M 5205M|8831  1619 |   0  3845k|   0   249 |3152  4181 |2.72 2.01 1.11|1.0   0 401|   0     0 |   0     0 |  9   32    0   12    0
Nov 02 14:31:29 ubuntu dstat.sh[71630]: 02-11 14:31:29| 11  18  70   1   0|1207M 1144M  187M 5205M|  11k 1620 |   0  1032k|   0  43.0 |3083  4875 |2.72 2.01 1.11|2.0   0 399|   0     0 |   0     0 |  9   32    0   12    0
Nov 02 14:31:30 ubuntu dstat.sh[71630]: 02-11 14:31:30| 12  17  71   0   0|1206M 1145M  187M 5205M|8631  1621 |   0   112k|   0  7.00 |2665  4127 |2.58 2.00 1.11|4.0   0 369|   0     0 |   0     0 |  9   32    0   10    0
Nov 02 14:31:31 ubuntu dstat.sh[71630]: 02-11 14:31:31| 11  18  70   0   0|1207M 1144M  187M 5205M|8528  1621 |   0    16k|   0  1.00 |2703  4257 |2.58 2.00 1.11|2.0   0 378|   0     0 |   0     0 |  9   32    0   10    0
Nov 02 14:31:32 ubuntu dstat.sh[71630]: 02-11 14:31:32| 22   5  74   0   0|1258M 1094M  187M 5205M|  11k 1619 |   0     0 |   0     0 |1113  1281 |2.58 2.00 1.11|1.0   0  10|   0     0 |   0     0 |  9   32    0    9    0
Nov 02 14:31:33 ubuntu dstat.sh[71630]: 02-11 14:31:33| 23   3  74   0   0|1302M 1050M  187M 5205M|9984  1716 |   0     0 |   0     0 |1050  1192 |2.58 2.00 1.11|2.0   0 1.0|   0     0 |   0     0 |  9   32    0    9    0
