-- Logs begin at Thu 2022-06-30 07:07:20 UTC, end at Thu 2022-06-30 09:06:32 UTC. --
Jun 30 08:26:08 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
Jun 30 08:26:08 ubuntu dstat.sh[20946]: [286B blob data]
Jun 30 08:26:08 ubuntu dstat.sh[20946]:      time     |usr sys idl wai stl| used  free  buff  cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out |process              pid  cpu read write|process              pid  read write cpu|  memory process | used  free|lis  act  syn  tim  clo 
Jun 30 08:27:23 ubuntu dstat.sh[20946]: 30-06 08:27:23| 23   4  74   0   0| 828M 1396M  150M 5392M|9033B 5250B|   0   364k|   0  18.0 | 837  1244 |1.58 1.42 0.99|1.0   0   0|   0     0 |openstack            25633 24%9083k   0 |openstack            256339083k   0  24%|mysqld       205M|   0     0 |  14   32    0  189    0
Jun 30 08:27:24 ubuntu dstat.sh[20946]: 30-06 08:27:24| 20   8  72   0   0| 806M 1417M  150M 5392M|9806B 2438B|   0   116k|   0  9.00 |1292  2231 |1.58 1.42 0.99|1.0   0 144|   0     0 |openstack            25777 15%5576k   0 |bash                 22918  11M6684B0.2%|mysqld       205M|   0     0 |  14   30    0  192    0
Jun 30 08:27:25 ubuntu dstat.sh[20946]: 30-06 08:27:25| 22   4  73   0   0| 779M 1444M  150M 5393M|  14k 6434B|   0   440k|   0  15.0 |1289  2265 |1.45 1.39 0.99|2.0   0  18|   0     0 |uwsgi                231003.0%4908B  15k|bash                 22918  11M4251B  0%|mysqld       205M|   0     0 |  14   30    0  201    0
Jun 30 08:27:26 ubuntu dstat.sh[20946]: 30-06 08:27:26| 22   4  74   0   0| 821M 1402M  150M 5393M|  17k 2856B|   0     0 |   0     0 | 723   980 |1.45 1.39 0.99|1.0   0 3.0|   0     0 |openstack            25798 25%  10M   0 |openstack            25798  10M   0  25%|mysqld       205M|   0     0 |  14   30    0  201    0
Jun 30 08:27:27 ubuntu dstat.sh[20946]: 30-06 08:27:27| 22   6  72   0   0| 801M 1422M  150M 5393M|  13k 1620B|   0   104k|   0  8.00 |1331  2178 |1.45 1.39 0.99|1.0   0  71|   0     0 |openstack            25869 12%4187k   0 |bash                 22918  11M   0 0.2%|mysqld       205M|   0     0 |  14   30    0  208    0
Jun 30 08:27:28 ubuntu dstat.sh[20946]: 30-06 08:27:28| 23   4  73   0   0| 780M 1444M  150M 5393M|8757B 3934B|   0   112k|   0  12.0 |1409  2269 |1.45 1.39 0.99|2.0   0  25|   0     0 |uwsgi                231012.8%4908B  15k|bash                 25799  11M4169B  0%|mysqld       205M|   0     0 |  14   30    0  217    0
Jun 30 08:27:29 ubuntu dstat.sh[20946]: 30-06 08:27:29| 21   8  72   0   0| 816M 1408M  150M 5393M|7881B 8112B|   0    88k|   0  6.00 |1260  1909 |1.45 1.39 0.99|1.0   0 143|   0     0 |openstack            26037 20%7735k   0 |bash                 22918  11M9489B0.2%|mysqld       205M|   0     0 |  14   30    0  217    0
Jun 30 08:27:30 ubuntu dstat.sh[20946]: 30-06 08:27:30| 23   4  73   0   0| 789M 1434M  150M 5393M|7926B 1620B|   0   676k|   0  8.00 |1235  2075 |1.42 1.38 0.99|1.0   0  21|   0     0 |openstack            260585.8%2043k   0 |bash                 22918  11M4249B0.2%|mysqld       205M|   0     0 |  14   30    0  226    0
Jun 30 08:27:31 ubuntu dstat.sh[20946]: 30-06 08:27:31| 23   3  74   0   0| 827M 1396M  150M 5393M|9558B 2754B|   0   128k|   0  12.0 | 769  1060 |1.42 1.38 0.99|2.0   0 2.0|   0     0 |openstack            26058 24%8955k   0 |openstack            260588955k   0  24%|mysqld       205M|   0     0 |  14   32    0  229    0
Jun 30 08:27:32 ubuntu dstat.sh[20946]: 30-06 08:27:32| 22   6  72   0   0| 811M 1412M  150M 5393M|  10k 1620B|   0   112k|   0  9.00 |1114  1873 |1.42 1.38 0.99|1.0   0  71|   0     0 |openstack            26131 15%6638k   0 |bash                 22918  11M   0   0%|mysqld       205M|   0     0 |  14   30    0  234    0
Jun 30 08:27:33 ubuntu dstat.sh[20946]: 30-06 08:27:33| 25   3  73   0   0| 781M 1442M  150M 5393M|8653B 3852B|   0    88k|   0  6.00 |1279  1913 |1.42 1.38 0.99|2.0   0 2.0|   0     0 |uwsgi                231014.5%4905B  15k|bash                 26062  11M1605B  0%|mysqld       205M|   0     0 |  14   30    0  243    0
Jun 30 08:27:34 ubuntu dstat.sh[20946]: 30-06 08:27:34| 19  10  71   0   0| 815M 1408M  150M 5393M|  13k 7340B|   0   120k|   0  12.0 |1339  2364 |1.42 1.38 0.99|1.0   0 166|   0     0 |openstack            26299 18%7658k   0 |bash                 22918  11M9494B0.2%|mysqld       205M|   0     0 |  14   30    0  243    0
Jun 30 08:27:35 ubuntu dstat.sh[20946]: 30-06 08:27:35| 22   4  74   0   0| 787M 1436M  150M 5393M|9628B 2810B|   0     0 |   0     0 |1177  2017 |1.46 1.39 0.99|2.0   0  21|   0     0 |openstack            263204.2%1890k   0 |bash                 22918  11M4261B  0%|mysqld       205M|   0     0 |  14   30    0  251    0
Jun 30 08:27:36 ubuntu dstat.sh[20946]: 30-06 08:27:36| 23   4  74   0   0| 827M 1396M  150M 5393M|  12k 2754B|   0     0 |   0     0 | 767   901 |1.46 1.39 0.99|2.0   0   0|   0     0 |openstack            26320 24%9107k   0 |openstack            263209107k   0  24%|mysqld       205M|   0     0 |  14   32    0  253    0
Jun 30 08:27:37 ubuntu dstat.sh[20946]: 30-06 08:27:37| 23   5  72   0   0| 805M 1418M  150M 5393M|  16k 1620B|   0   128k|   0  9.00 |1250  1979 |1.46 1.39 0.99|2.0   0  71|   0     0 |openstack            26391 14%5300k   0 |bash                 22918  11M   0   0%|mysqld       205M|   0     0 |  14   30    0  256    0
Jun 30 08:27:38 ubuntu dstat.sh[20946]: 30-06 08:27:38| 23   3  74   0   0| 781M 1442M  150M 5393M|  12k 3738B|   0   112k|   0  11.0 |1178  1968 |1.46 1.39 0.99|2.0   0  10|   0     0 |uwsgi                231013.5%4923B  15k|bash                 26321  11M4174B  0%|mysqld       205M|   0     0 |  14   30    0  265    0
Jun 30 08:27:39 ubuntu dstat.sh[20946]: 30-06 08:27:39| 20   8  73   0   0| 815M 1408M  150M 5393M|9441B 5976B|   0     0 |   0     0 |1090  1639 |1.46 1.39 0.99|2.0   0 105|   0     0 |openstack            26506 20%7658k   0 |bash                 22918  11M7359B  0%|mysqld       205M|   0     0 |  14   30    0  260    0
Jun 30 08:27:40 ubuntu dstat.sh[20946]: 30-06 08:27:40| 20   7  73   0   0| 782M 1440M  150M 5394M|9947B 1566B|   0    52k|   0  3.00 |1265  1979 |1.43 1.39 0.99|1.0   0  91|   0     0 |uwsgi                231001.8%2482B7340B|bash                 22918  11M4265B0.2%|mysqld       205M|   0     0 |  14   30    0  265    0
Jun 30 08:27:41 ubuntu dstat.sh[20946]: 30-06 08:27:41| 23   3  73   1   0| 821M 1401M  150M 5394M|  12k 5208B|   0  2596k|   0  84.0 | 942   958 |1.43 1.39 0.99|1.0   0 2.0|   0     0 |openstack            26597 25%9248k   0 |openstack            265979248k   0  25%|mysqld       205M|   0     0 |  14   30    0  260    0
Jun 30 08:27:42 ubuntu dstat.sh[20946]: 30-06 08:27:42| 20   7  73   0   0| 791M 1431M  150M 5394M|  17k 1620B|   0   156k|   0  14.0 |1258  2019 |1.43 1.39 0.99|1.0   0  76|   0     0 |openstack            266757.2%2043k   0 |bash                 22918  11M4623B  0%|mysqld       205M|   0     0 |  14   30    0  265    0
Jun 30 08:27:43 ubuntu dstat.sh[20946]: 30-06 08:27:43| 23   3  74   0   0| 828M 1394M  150M 5394M|  12k 4574B|   0   636k|   0  27.0 | 759  1192 |1.43 1.39 0.99|2.0   0   0|   0     0 |openstack            26675 22%8963k   0 |openstack            266758963k   0  22%|mysqld       205M|   0     0 |  14   32    0  253    0
Jun 30 08:27:44 ubuntu dstat.sh[20946]: 30-06 08:27:44| 23   4  73   0   0| 814M 1408M  150M 5394M|  10k 1458B|   0     0 |   0     0 |1058  1578 |1.43 1.39 0.99|1.0   0  21|   0     0 |openstack            26696 16%7658k   0 |bash                 22918  11M3235B0.2%|mysqld       205M|   0     0 |  14   30    0  259    0
Jun 30 08:27:45 ubuntu dstat.sh[20946]: 30-06 08:27:45| 22   5  73   0   0| 782M 1439M  150M 5394M|  14k 2700B|   0    48k|   0  3.00 |1219  1933 |1.39 1.38 0.99|1.0   0  44|   0     0 |uwsgi                231003.2%4636B  13k|bash                 22918  11M   0   0%|mysqld       205M|   0     0 |  14   30    0  267    0
Jun 30 08:27:46 ubuntu dstat.sh[20946]: 30-06 08:27:46| 22   4  74   0   0| 824M 1397M  150M 5394M|9860B 2950B|   0   140k|   0  22.0 | 637   778 |1.39 1.38 0.99|2.0   0   0|   0     0 |openstack            26740 25%  10M   0 |openstack            26740  10M   0  25%|mysqld       205M|   0     0 |  14   30    0  258    0
Jun 30 08:27:47 ubuntu dstat.sh[20946]: 30-06 08:27:47| 22   6  73   0   0| 799M 1422M  150M 5395M|  11k 1620B|   0     0 |   0     0 |1388  2441 |1.39 1.38 0.99|2.0   0  68|   0     0 |openstack            26808 10%3283k   0 |bash                 22918  11M4018B0.5%|mysqld       205M|   0     0 |  14   30    0  267    0
Jun 30 08:27:48 ubuntu dstat.sh[20946]: 30-06 08:27:48| 23   3  74   0   0| 827M 1394M  150M 5395M|  13k 4622B|   0   188k|   0  15.0 | 746  1063 |1.39 1.38 0.99|2.0   0   0|   0     0 |openstack            26808 23%7723k   0 |openstack            268087723k   0  23%|mysqld       205M|   0     0 |  14   32    0  265    0
Jun 30 08:27:49 ubuntu dstat.sh[20946]: 30-06 08:27:49| 23   4  73   0   0| 799M 1422M  150M 5395M|  11k 1620B|   0     0 |   0     0 |1200  1895 |1.39 1.38 0.99|2.0   0  21|   0     0 |openstack            26829 15%4294k   0 |bash                 22918  11M3245B  0%|mysqld       205M|   0     0 |  14   30    0  271    0
Jun 30 08:27:50 ubuntu dstat.sh[20946]: 30-06 08:27:50| 23   4  73   0   0| 780M 1441M  150M 5395M|8573B 2762B|   0    48k|   0  3.00 |1092  1908 |1.36 1.37 0.99|1.0   0  36|   0     0 |uwsgi                231012.5%5182B  15k|bash                 22918  11M   0   0%|mysqld       205M|   0     0 |  14   30    0  273    0
Jun 30 08:27:51 ubuntu dstat.sh[20946]: 30-06 08:27:51| 22   4  74   0   0| 814M 1407M  150M 5395M|  11k 2810B|   0   124k|   0  7.00 | 651   856 |1.36 1.37 0.99|2.0   0  10|   0     0 |openstack            26873 25%8056k   0 |openstack            268738056k   0  25%|mysqld       205M|   0     0 |  14   30    0  273    0
Jun 30 08:27:52 ubuntu dstat.sh[20946]: 30-06 08:27:52| 21   7  72   0   0| 789M 1432M  150M 5395M|9800B 1620B|   0     0 |   0     0 |1291  2198 |1.36 1.37 0.99|2.0   0  68|   0     0 |uwsgi                231013.5%5043B  16k|bash                 22918  11M4018B0.2%|mysqld       205M|   0     0 |  14   30    0  278    0
Jun 30 08:27:53 ubuntu dstat.sh[20946]: 30-06 08:27:53| 23   3  74   0   0| 819M 1401M  150M 5395M|7991B 4614B|   0     0 |   0     0 | 699   851 |1.36 1.37 0.99|1.0   0   0|   0     0 |openstack            26943 25%7306k   0 |openstack            269437306k   0  25%|mysqld       205M|   0     0 |  14   30    0  278    0
Jun 30 08:27:54 ubuntu dstat.sh[20946]: 30-06 08:27:54| 23   4  73   0   0| 789M 1431M  150M 5395M|9680B 1620B|   0     0 |   0     0 |1146  1865 |1.36 1.37 0.99|1.0   0  21|   0     0 |openstack            269645.2%2020k   0 |bash                 22918  11M3235B  0%|mysqld       205M|   0     0 |  14   30    0  281    0
Jun 30 08:27:55 ubuntu dstat.sh[20946]: 30-06 08:27:55| 24   2  74   0   0| 825M 1395M  150M 5395M|  21k 2700B|   0     0 |   0     0 | 692   745 |1.33 1.37 0.99|1.0   0   0|   0     0 |openstack            26964 25%8926k   0 |openstack            269648926k   0  25%|mysqld       205M|   0     0 |  14   30    0  281    0
Jun 30 08:27:56 ubuntu dstat.sh[20946]: 30-06 08:27:56| 21   6  73   0   0| 803M 1418M  150M 5395M|7513B 1458B|   0   208k|   0  15.0 |1294  2101 |1.33 1.37 0.99|2.0   0  44|   0     0 |openstack            27008 13%5062k   0 |bash                 22918  11M   0 0.2%|mysqld       205M|   0     0 |  14   30    0  282    0
Jun 30 08:27:57 ubuntu dstat.sh[20946]: 30-06 08:27:57| 24   3  73   0   0| 829M 1392M  150M 5395M|  16k 2978B|   0   344k|   0  16.0 |1211  2001 |1.33 1.37 0.99|1.0   0   0|   0     0 |openstack            27008 17%5944k 108B|openstack            270085944k 108B 17%|mysqld       205M|   0     0 |  14   30    0  291    0
Jun 30 08:27:58 ubuntu dstat.sh[20946]: 30-06 08:27:58| 21   6  73   0   0| 815M 1405M  150M 5395M|  21k 4676B|   0     0 |   0     0 |1118  1486 |1.33 1.37 0.99|1.0   0  68|   0     0 |openstack            27076 19%7772k   0 |bash                 22918  11M4018B0.2%|mysqld       205M|   0     0 |  14   30    0  286    0
Jun 30 08:27:59 ubuntu dstat.sh[20946]: 30-06 08:27:59| 22   5  73   0   0| 790M 1431M  150M 5395M|  11k 1566B|   0     0 |   0     0 |1265  1965 |1.33 1.37 0.99|1.0   0  21|   0     0 |openstack            270976.5%2390k   0 |bash                 22918  11M3245B  0%|mysqld       205M|   0     0 |  14   30    0  295    0
Jun 30 08:28:00 ubuntu dstat.sh[20946]: 30-06 08:28:00| 23   3  74   0   0| 827M 1394M  150M 5395M|  10k 2648B|   0     0 |   0     0 |1031  1561 |1.30 1.36 1.00|1.0   0   0|   0     0 |openstack            27097 20%8608k   0 |openstack            270978608k   0  20%|mysqld       205M|   0     0 |  14   32    0  297    0
Jun 30 08:28:01 ubuntu dstat.sh[20946]: 30-06 08:28:01| 22   5  72   0   0| 810M 1410M  150M 5395M|6917B 3020B|   0   596k|   0  4.00 |1086  1513 |1.30 1.36 1.00|1.0   0  46|   0     0 |openstack            27141 19%6701k   0 |bash                 22918  11M   0   0%|mysqld       205M|   0     0 |  14   30    0  298    0
Jun 30 08:28:02 ubuntu dstat.sh[20946]: 30-06 08:28:02| 22   5  73   0   0| 780M 1440M  150M 5395M|  13k 1620B|   0    68k|   0  6.00 |1397  2211 |1.30 1.36 1.00|1.0   0  31|   0     0 |uwsgi                231013.8%5043B  16k|bash                 22918  11M4017B0.5%|mysqld       205M|   0     0 |  14   30    0  298    0
Jun 30 08:28:03 ubuntu dstat.sh[20946]: 30-06 08:28:03| 21   5  74   0   0| 818M 1402M  150M 5395M|7874B 4606B|   0     0 |   0     0 | 831  1171 |1.30 1.36 1.00|1.0   0  37|   0     0 |openstack            27211 23%8598k   0 |openstack            272118598k   0  23%|mysqld       205M|   0     0 |  14   30    0  298    0
Jun 30 08:28:04 ubuntu dstat.sh[20946]: 30-06 08:28:04| 23   4  73   0   0| 789M 1431M  150M 5396M|  13k 1620B|   0     0 |   0     0 |1395  2107 |1.30 1.36 1.00|2.0   0  21|   0     0 |openstack            272326.0%2043k   0 |bash                 22918  11M3233B  0%|mysqld       205M|   0     0 |  14   30    0  297    0
Jun 30 08:28:05 ubuntu dstat.sh[20946]: 30-06 08:28:05| 22   4  74   0   0| 826M 1394M  150M 5396M|  14k 2802B|   0     0 |   0     0 | 699   782 |1.28 1.36 1.00|2.0   0   0|   0     0 |openstack            27232 25%8925k   0 |openstack            272328925k   0  25%|mysqld       205M|   0     0 |  14   32    0  297    0
Jun 30 08:28:06 ubuntu dstat.sh[20946]: 30-06 08:28:06| 23   5  72   0   0| 800M 1420M  150M 5396M|  11k 1674B|   0    48k|   0  3.00 |1255  1981 |1.28 1.36 1.00|3.0   0  44|   0     0 |openstack            27276 12%4677k   0 |bash                 22918  11M   0   0%|mysqld       205M|   0     0 |  14   30    0  289    0
Jun 30 08:28:07 ubuntu dstat.sh[20946]: 30-06 08:28:07| 24   3  73   0   0| 828M 1392M  150M 5396M|9560B 2796B|   0   180k|   0  9.00 |1224  1931 |1.28 1.36 1.00|1.0   0   0|   0     0 |openstack            27276 17%6329k 108B|openstack            272766329k 108B 17%|mysqld       205M|   0     0 |  14   30    0  298    0
Jun 30 08:28:08 ubuntu dstat.sh[20946]: 30-06 08:28:08| 17  11  72   0   0| 803M 1417M  150M 5396M|8183B 4942B|   0     0 |   0     0 |1459  2285 |1.28 1.36 1.00|2.0   0 158|   0     0 |openstack            27434 14%4839k   0 |bash                 22918  11M9968B1.0%|mysqld       205M|   0     0 |  14   30    0  290    0
Jun 30 08:28:09 ubuntu dstat.sh[20946]: 30-06 08:28:09| 24   3  74   0   0| 828M 1392M  150M 5396M|  11k 5396B|   0   120k|   0  17.0 | 995  1608 |1.28 1.36 1.00|1.0   0   0|   0     0 |uwsgi                231002.5%3740B  11k|bash                 27391  11M  85B0.2%|mysqld       205M|   0     0 |  14   30    0  296    0
Jun 30 08:28:10 ubuntu dstat.sh[20946]: 30-06 08:28:10| 19   9  72   0   0| 816M 1403M  150M 5396M|9904B 7588B|   0   120k|   0  8.00 |1312  2190 |1.26 1.35 1.00|2.0   0 148|   0     0 |openstack            27586 19%7658k   0 |bash                 22918  11M5939B0.2%|mysqld       205M|   0     0 |  14   30    0  288    0
Jun 30 08:28:11 ubuntu dstat.sh[20946]: 30-06 08:28:11| 23   4  73   0   0| 830M 1389M  150M 5396M|  11k 1620B|   0  2716k|   0   103 |1644  2402 |1.26 1.35 1.00|2.0   0 2.0|   0     0 |openstack            27586 14%3348k   0 |openstack            275863348k   0  14%|mysqld       205M|   0     0 |  14   32    0  299    0
Jun 30 08:28:12 ubuntu dstat.sh[20946]: 30-06 08:28:12| 23   4  73   0   0| 805M 1415M  150M 5396M|  16k 1620B|   0   128k|   0  8.00 |1329  1934 |1.26 1.35 1.00|2.0   0  21|   0     0 |openstack            27609 15%5576k   0 |bash                 22918  11M4241B0.2%|mysqld       205M|   0     0 |  14   30    0  293    0
Jun 30 08:28:13 ubuntu dstat.sh[20946]: 30-06 08:28:13| 23   4  73   0   0| 827M 1392M  150M 5396M|  11k 2848B|   0   664k|   0  24.0 |1305  1985 |1.26 1.35 1.00|2.0   0   0|   0     0 |openstack            27609 17%5422k   0 |openstack            276095422k   0  17%|mysqld       205M|   0     0 |  14   32    0  301    0
Jun 30 08:28:14 ubuntu dstat.sh[20946]: 30-06 08:28:14| 22   6  71   0   0| 802M 1417M  150M 5396M|  14k 1620B|   0    60k|   0  6.00 |1685  2675 |1.26 1.35 1.00|3.0   0  71|   0     0 |openstack            27680 10%3377k   0 |bash                 22918  11M   0   0%|mysqld       205M|   0     0 |  14   30    0  299    0
Jun 30 08:28:15 ubuntu dstat.sh[20946]: 30-06 08:28:15| 23   3  74   0   0| 830M 1389M  150M 5396M|  10k 3730B|   0   348k|   0  15.0 |1151  1815 |1.24 1.34 1.00|2.0   0   0|   0     0 |openstack            27680 17%7629k   0 |openstack            276807629k   0  17%|mysqld       205M|   0     0 |  14   32    0  306    0
Jun 30 08:28:16 ubuntu dstat.sh[20946]: 30-06 08:28:16| 20  10  71   0   0| 793M 1426M  150M 5396M|7033B 1566B|   0   256k|   0  14.0 |2151  3737 |1.24 1.34 1.00|2.0   0 184|   0     0 |openstack            278644.8%1928k   0 |bash                 22918  11M  10k0.2%|mysqld       205M|   0     0 |  14   30    0  305    0
Jun 30 08:28:17 ubuntu dstat.sh[20946]: 30-06 08:28:17| 23   3  73   0   0| 830M 1389M  150M 5396M|  10k 8990B|   0  1380k|   0  44.0 | 733  1003 |1.24 1.34 1.00|4.0   0   0|   0     0 |openstack            27864 24%9078k   0 |openstack            278649078k   0  24%|mysqld       205M|   0     0 |  14   32    0  307    0
Jun 30 08:28:18 ubuntu dstat.sh[20946]: 30-06 08:28:18| 22   5  73   0   0| 790M 1429M  150M 5397M|  13k 1512B|   0     0 |   0     0 |2028  3306 |1.24 1.34 1.00|3.0   0  21|   0     0 |uwsgi                231006.0%7073B  25k|bash                 22918  11M4237B0.2%|mysqld       205M|   0     0 |  14   30    0  311    0
Jun 30 08:28:19 ubuntu dstat.sh[20946]: 30-06 08:28:19| 22   4  74   0   0| 824M 1395M  150M 5397M|7851B 2692B|   0     0 |   0     0 | 703   741 |1.24 1.34 1.00|2.0   0   0|   0     0 |openstack            27885 25%8537k   0 |openstack            278858537k   0  25%|mysqld       205M|   0     0 |  14   30    0  311    0
Jun 30 08:28:20 ubuntu dstat.sh[20946]: 30-06 08:28:20| 24   5  71   0   0| 787M 1431M  150M 5397M|8761B 1566B|   0    52k|   0  3.00 |2110  3693 |1.22 1.34 1.00|2.0   0  71|   0     0 |uwsgi                231017.5%8509B  27k|bash                 22918  11M   0   0%|mysqld       205M|   0     0 |  14   30    0  310    0
Jun 30 08:28:21 ubuntu dstat.sh[20946]: 30-06 08:28:21| 22   4  74   0   0| 828M 1391M  150M 5397M|  11k 3776B|   0     0 |   0     0 | 832   922 |1.22 1.34 1.00|2.0   0 2.0|   0     0 |openstack            27956 25%9967k   0 |openstack            279569967k   0  25%|mysqld       205M|   0     0 |  14   30    0  310    0
Jun 30 08:28:22 ubuntu dstat.sh[20946]: 30-06 08:28:22| 25   3  73   0   0| 783M 1436M  150M 5397M|  19k 1566B|   0  4096B|   0  1.00 |2092  3476 |1.22 1.34 1.00|1.0   0 4.0|   0     0 |uwsgi                231008.8%9427B  30k|bash                 27886  11M4162B  0%|mysqld       205M|   0     0 |  14   30    0  318    0
Jun 30 08:28:23 ubuntu dstat.sh[20946]: 30-06 08:28:23| 20   7  73   0   0| 820M 1398M  150M 5397M|  12k 5526B|   0     0 |   0     0 |1116  1771 |1.22 1.34 1.00|2.0   0 108|   0     0 |openstack            28070 19%8994k   0 |bash                 22918  11M8432B0.5%|mysqld       205M|   0     0 |  14   30    0  318    0
Jun 30 08:28:24 ubuntu dstat.sh[20946]: 30-06 08:28:24| 22   5  73   0   0| 792M 1427M  150M 5397M|9290B 1620B|   0     0 |   0     0 |1293  1725 |1.22 1.34 1.00|1.0   0  51|   0     0 |openstack            281218.2%2390k   0 |bash                 28027  11M2328B0.2%|mysqld       205M|   0     0 |  14   30    0  319    0
Jun 30 08:28:25 ubuntu dstat.sh[20946]: 30-06 08:28:25| 23   4  74   0   0| 828M 1391M  150M 5397M|  16k 2786B|   0   176k|   0  14.0 | 776   859 |1.20 1.33 1.00|1.0   0   0|   0     0 |openstack            28121 25%8578k   0 |openstack            281218578k   0  25%|mysqld       205M|   0     0 |  14   30    0  319    0
Jun 30 08:28:26 ubuntu dstat.sh[20946]: 30-06 08:28:26| 20   7  73   0   0| 807M 1412M  150M 5397M|9190B 1620B|   0    52k|   0  8.00 |1314  1789 |1.20 1.33 1.00|2.0   0  81|   0     0 |openstack            28202 15%5576k   0 |bash                 22918  22M5775B0.2%|mysqld       205M|   0     0 |  14   30    0  314    0
