-- Logs begin at Tue 2022-05-10 20:07:36 UTC, end at Tue 2022-05-10 21:13:07 UTC. --
May 10 20:52:18 ubuntu systemd[1]: Started Devstack devstack@dstat.service.
May 10 20:52:19 ubuntu dstat.sh[71205]: ----system---- ----total-usage---- ------memory-usage----- -net/total- -dsk/total- --io/total- ---system-- ---load-avg--- ---procs--- ---paging-- ----swap--- ------tcp-sockets-------
May 10 20:52:19 ubuntu dstat.sh[71205]:      time     |usr sys idl wai stl| used  free  buf   cach| recv  send| read  writ| read  writ| int   csw | 1m   5m  15m |run blk new|  in   out | used  free|lis  act  syn  tim  clo
May 10 20:53:58 ubuntu dstat.sh[71205]: 10-05 20:53:58| 87  12   2   0   0|1494M  901M  198M 5151M|2399k 1072k|   0   456k|   0  11.0 |4551    12k|3.84 1.89 1.00|6.0   0  89|   0     0 |   0     0 |  9   30    0   40    0
May 10 20:53:59 ubuntu dstat.sh[71205]: 10-05 20:53:59| 86  11   1   0   0|1439M  955M  198M 5151M|4246k 1258k|   0   413k|   0  9.01 |4450  9390 |3.85 1.93 1.01|6.0   0 105|   0     0 |   0     0 |  9   30    0   41    0
May 10 20:54:00 ubuntu dstat.sh[71205]: 10-05 20:54:00| 84  13   3   0   0|1422M  972M  198M 5151M|2143k 1096k|   0   639k|   0  28.0 |5014    10k|3.85 1.93 1.01|5.0   0 150|   0     0 |   0     0 |  9   29    0   38    0
May 10 20:54:01 ubuntu dstat.sh[71205]: 10-05 20:54:01| 86  12   1   0   0|1424M  970M  198M 5152M|1227k  712k|   0  1054k|   0  32.0 |4325  7694 |3.85 1.93 1.01|5.0   0 103|   0     0 |   0     0 |  9   29    0   38    0
May 10 20:54:02 ubuntu dstat.sh[71205]: 10-05 20:54:02| 88  10   2   0   1|1534M  860M  198M 5152M|1810k 1237k|   0   444k|   0  8.00 |4054  9083 |3.85 1.93 1.01|5.0   0  12|   0     0 |   0     0 |  9   31    0   38    0
May 10 20:54:03 ubuntu dstat.sh[71205]: 10-05 20:54:03| 87  11   3   0   0|1489M  904M  198M 5152M|1435k 1378k|   0   275k|   0  10.9 |4423    11k|3.85 1.93 1.01|5.0   0  64|   0     0 |   0     0 |  9   31    0   38    0
May 10 20:54:04 ubuntu dstat.sh[71205]: 10-05 20:54:04| 87  11   1   0   0|1483M  911M  198M 5152M| 822k  723k|   0   563k|   0  22.1 |3074  6365 |4.02 2.00 1.04|4.0   0  96|   0     0 |   0     0 |  9   31    0   38    0
May 10 20:54:05 ubuntu dstat.sh[71205]: 10-05 20:54:05| 83  13   2   0   0|1443M  950M  198M 5153M|1411k 1304k|   0   644k|   0  24.0 |4861    12k|4.02 2.00 1.04|4.0   0 156|   0     0 |   0     0 |  9   31    0   38    0
May 10 20:54:06 ubuntu dstat.sh[71205]: 10-05 20:54:06| 86  11   2   0   0|1399M  993M  198M 5153M|1362k 1161k|   0   691k|   0  36.0 |4181    11k|4.02 2.00 1.04|6.0   0  80|   0     0 |   0     0 |  9   29    0   38    0
May 10 20:54:07 ubuntu dstat.sh[71205]: 10-05 20:54:06| 82  13   5   0   1|1330M 1062M  198M 5153M| 942k  788k|   0   485k|   0  13.0 |3559  8293 |4.02 2.00 1.04|4.0   0 206|   0     0 |   0     0 |  9   28    0   38    0
May 10 20:54:08 ubuntu dstat.sh[71205]: 10-05 20:54:08| 84  12   2   0   0|1477M  915M  198M 5154M| 684k  621k|   0  3189k|   0  14.0 |3295  6468 |4.02 2.00 1.04|6.0   0  37|   0     0 |   0     0 |  9   30    0   38    0
May 10 20:54:09 ubuntu dstat.sh[71205]: 10-05 20:54:09| 73  10  16   0   0|1329M 1063M  198M 5154M|1279k 1159k|   0   387k|   0  34.9 |4049    10k|3.86 2.00 1.04|5.0   0 138|   0     0 |   0     0 |  9   29    0   40    0
May 10 20:54:10 ubuntu dstat.sh[71205]: 10-05 20:54:10| 85  11   3   0   0|1442M  949M  198M 5154M| 876k  588k|   0   421k|   0  9.01 |2888  5179 |3.86 2.00 1.04|4.0   0  61|   0     0 |   0     0 |  9   28    0   34    0
May 10 20:54:11 ubuntu dstat.sh[71205]: 10-05 20:54:11| 83  11   6   0   1|1467M  924M  198M 5154M|4008k  959k|   0   428k|   0  9.00 |3644  6917 |3.86 2.00 1.04|4.0   0  19|   0     0 |   0     0 |  9   29    0   35    0
May 10 20:54:12 ubuntu dstat.sh[71205]: 10-05 20:54:12| 83  14   3   0   0|1426M  965M  198M 5154M| 648k  591k|   0   408k|   0  8.00 |3599  6238 |3.86 2.00 1.04|4.0   0 126|   0     0 |   0     0 |  9   29    0   34    0
May 10 20:54:13 ubuntu dstat.sh[71205]: 10-05 20:54:13| 73  11  14   0   0|1440M  951M  198M 5155M|1249k 1186k|   0   672k|   0  34.0 |4697    10k|3.86 2.00 1.04|4.0   0  50|   0     0 |   0     0 |  9   30    0   35    0
May 10 20:54:14 ubuntu dstat.sh[71205]: 10-05 20:54:14| 84  13   2   0   0|1414M  977M  198M 5155M|2188k   97k|   0   640k|   0  33.0 |3038  3804 |3.87 2.03 1.06|4.0   0 206|   0     0 |   0     0 |  9   28    0   35    0
May 10 20:54:15 ubuntu dstat.sh[71205]: 10-05 20:54:15| 71  11  17   0   0|1496M  895M  198M 5155M|1185k 1168k|   0   436k|   0  16.0 |4314  9828 |3.87 2.03 1.06|5.0   0 2.0|   0     0 |   0     0 |  9   31    0   36    0
May 10 20:54:16 ubuntu dstat.sh[71205]: 10-05 20:54:16| 77  14   8   0   1|1356M 1034M  198M 5155M|1076k  838k|   0   621k|   0  20.0 |4117  8633 |3.87 2.03 1.06|4.0   0 250|   0     0 |   0     0 |  9   28    0   34    0
May 10 20:54:17 ubuntu dstat.sh[71205]: 10-05 20:54:17| 84  13   3   0   0|1366M 1024M  198M 5156M| 593k  474k|   0   880k|   0  28.0 |3321  5744 |3.87 2.03 1.06|6.0   0  69|   0     0 |   0     0 |  9   29    0   34    0
May 10 20:54:18 ubuntu dstat.sh[71205]: 10-05 20:54:18| 65  11  22   0   0|1334M 1056M  198M 5156M| 671k  572k|   0   732k|   0  26.0 |2870  5816 |3.87 2.03 1.06|3.0   0 170|   0     0 |   0     0 |  9   28    0   34    0
May 10 20:54:19 ubuntu dstat.sh[71205]: 10-05 20:54:19| 68   8  24   0   0|1420M  969M  198M 5156M| 570k  416k|   0   408k|   0  10.0 |2855  4215 |3.80 2.05 1.07|3.0   0 1.0|   0     0 |   0     0 |  9   29    0   34    0
May 10 20:54:20 ubuntu dstat.sh[71205]: 10-05 20:54:20| 63  11  25   0   0|1313M 1076M  198M 5156M| 606k  577k|   0   416k|   0  25.0 |3165  5997 |3.80 2.05 1.07|4.0   0 138|   0     0 |   0     0 |  9   28    0   29    0
May 10 20:54:21 ubuntu dstat.sh[71205]: 10-05 20:54:21| 66   9  26   0   1|1412M  977M  198M 5156M| 442k  391k|   0   444k|   0  10.0 |2420  3729 |3.80 2.05 1.07|3.0   0  14|   0     0 |   0     0 |  9   30    0   29    0
May 10 20:54:22 ubuntu dstat.sh[71205]: 10-05 20:54:22| 60  12  26   0   0|1354M 1035M  198M 5157M| 817k  758k|   0   459k|   0  37.0 |4491  8677 |3.80 2.05 1.07|3.0   0 232|   0     0 |   0     0 |  9   28    0   27    0
May 10 20:54:23 ubuntu dstat.sh[71205]: 10-05 20:54:23| 64  11  24   1   0|1408M  981M  198M 5157M| 168k   91k|   0  9745k|   0   325 |2355  2436 |3.80 2.05 1.07|4.0   0  66|   0     0 |   0     0 |  9   29    0   27    0
May 10 20:54:24 ubuntu dstat.sh[71205]: 10-05 20:54:24| 64   8  28   0   0|1385M 1004M  198M 5157M|2978k 1149k|   0   548k|   0  35.0 |6673    11k|3.74 2.06 1.08|3.0   0  69|   0     0 |   0     0 |  9   29    0   32    0
May 10 20:54:25 ubuntu dstat.sh[71205]: 10-05 20:54:25| 64  10  25   0   0|1349M 1040M  198M 5157M| 386k  372k|   0   459k|   0  8.99 |2640  4362 |3.74 2.06 1.08|3.0   0 118|   0     0 |   0     0 |  9   28    0   34    0
May 10 20:54:26 ubuntu dstat.sh[71205]: 10-05 20:54:26| 66   8  25   0   0|1307M 1081M  198M 5157M| 640k  576k|   0   533k|   0  24.0 |2565  4762 |3.74 2.06 1.08|3.0   0  14|   0     0 |   0     0 |  9   28    0   35    0
May 10 20:54:27 ubuntu dstat.sh[71205]: 10-05 20:54:27| 62  15  25   0   0|1381M 1007M  198M 5157M|2773k  576k|   0   532k|   0  13.0 |3907  5827 |3.74 2.06 1.08|3.0   0 220|   0     0 |   0     0 |  9   29    0   33    0
May 10 20:54:28 ubuntu dstat.sh[71205]: 10-05 20:54:28| 66   9  24   0   0|1382M 1005M  198M 5158M|1148k  899k|   0   516k|   0  26.0 |3795  7462 |3.74 2.06 1.08|4.0   0  50|   0     0 |   0     0 |  9   30    0   34    0
May 10 20:54:29 ubuntu dstat.sh[71205]: 10-05 20:54:29| 69   7  25   0   0|1359M 1028M  199M 5158M| 411k  384k|   0   569k|   0  24.0 |2044  3527 |3.84 2.11 1.10|3.0   0  26|   0     0 |   0     0 |  9   28    0   31    0
May 10 20:54:30 ubuntu dstat.sh[71205]: 10-05 20:54:30| 67   7  25   0   0|1430M  957M  199M 5158M| 965k  743k|   0   388k|   0  7.99 |3111  5751 |3.84 2.11 1.10|3.0   0   0|   0     0 |   0     0 |  9   30    0   32    0
May 10 20:54:31 ubuntu dstat.sh[71205]: 10-05 20:54:31| 62   8  29   0   1|1282M 1105M  199M 5158M|1121k 1087k|   0   424k|   0  34.0 |4378  9219 |3.84 2.11 1.10|6.0   0  64|   0     0 |   0     0 |  9   28    0   32    0
May 10 20:54:32 ubuntu dstat.sh[71205]: 10-05 20:54:32| 48  12  39   0   0|1356M 1030M  199M 5158M| 210k  182k|   0   867k|   0  19.0 |2256  3747 |3.84 2.11 1.10|3.0   0 211|   0     0 |   0     0 |  9   29    0   32    0
May 10 20:54:33 ubuntu dstat.sh[71205]: 10-05 20:54:33| 44   7  49   0   0|1331M 1056M  199M 5159M| 614k  575k|   0   416k|   0  29.0 |3527  5841 |3.84 2.11 1.10|2.0   0 6.0|   0     0 |   0     0 |  9   29    0   34    0
May 10 20:54:34 ubuntu dstat.sh[71205]: 10-05 20:54:34| 43   8  49   0   0|1323M 1063M  199M 5159M| 225k  183k|   0   520k|   0  16.0 |2125  2906 |3.69 2.11 1.11|2.0   0  88|   0     0 |   0     0 |  9   28    0   35    0
May 10 20:54:35 ubuntu dstat.sh[71205]: 10-05 20:54:34| 44   7  48   0   0|1307M 1079M  199M 5159M| 370k  355k|   0   653k|   0  28.1 |3005  4752 |3.69 2.11 1.11|2.0   0  70|   0     0 |   0     0 |  9   28    0   35    0
May 10 20:54:36 ubuntu dstat.sh[71205]: 10-05 20:54:36| 38  14  46   1   0|1296M 1090M  199M 5159M| 224k  209k|   0   555k|   0  39.9 |2544  4516 |3.69 2.11 1.11|2.0   0 331|   0     0 |   0     0 |  9   28    0   35    0
May 10 20:54:37 ubuntu dstat.sh[71205]: 10-05 20:54:37| 45   7  49   0   0|1361M 1026M  199M 5159M| 256k  240k|   0   504k|   0  13.0 |2171  2997 |3.69 2.11 1.11|2.0   0 1.0|   0     0 |   0     0 |  9   29    0   34    0
May 10 20:54:38 ubuntu dstat.sh[71205]: 10-05 20:54:38| 45   6  48   0   0|1338M 1048M  199M 5159M| 591k  569k|   0   348k|   0  14.0 |3373  5497 |3.69 2.11 1.11|2.0   0  44|   0     0 |   0     0 |  9   29    0   36    0
May 10 20:54:39 ubuntu dstat.sh[71205]: 10-05 20:54:39| 43   8  49   0   0|1344M 1042M  199M 5159M| 251k  238k|   0  2252k|   0  18.0 |2090  2994 |3.56 2.11 1.11|2.0   0  19|   0     0 |   0     0 |  9   29    0   36    0
May 10 20:54:40 ubuntu dstat.sh[71205]: 10-05 20:54:40| 46   5  49   0   0|1310M 1076M  199M 5159M| 703k  685k|   0   500k|   0  23.0 |3666  6535 |3.56 2.11 1.11|2.0   0  20|   0     0 |   0     0 |  9   29    0   38    0
May 10 20:54:41 ubuntu dstat.sh[71205]: 10-05 20:54:41| 29  15  54   0   0|1282M 1104M  199M 5159M| 124k   93k|   0   524k|   0  28.0 |3751  6947 |3.56 2.11 1.11|1.0   0 345|   0     0 |   0     0 |  9   28    0   38    0
May 10 20:54:42 ubuntu dstat.sh[71205]: 10-05 20:54:42| 24   3  73   0   0|1307M 1078M  199M 5159M| 298k  261k|   0   385k|   0  10.0 |1471  2384 |3.56 2.11 1.11|1.0   0   0|   0     0 |   0     0 |  9   29    0   38    0
May 10 20:54:43 ubuntu dstat.sh[71205]: 10-05 20:54:43| 22   5  73   0   0|1246M 1140M  199M 5160M| 288k  249k|   0   204k|   0  6.99 |2109  3165 |3.56 2.11 1.11|1.0   0  68|   0     0 |   0     0 |  9   28    0   38    0
May 10 20:54:44 ubuntu dstat.sh[71205]: 10-05 20:54:44| 22   4  74   0   0|1288M 1097M  199M 5160M|  27k 1622 |   0   529k|   0  16.0 |1109  1129 |3.35 2.09 1.11|1.0   0  12|   0     0 |   0     0 |  9   28    0   38    0
May 10 20:54:45 ubuntu dstat.sh[71205]: 10-05 20:54:45| 23   3  73   0   0|1304M 1082M  199M 5160M| 229k  213k|   0   843k|   0  51.9 |1859  2910 |3.35 2.09 1.11|1.0   0 2.0|   0     0 |   0     0 |  9   28    0   38    0
May 10 20:54:46 ubuntu dstat.sh[71205]: 10-05 20:54:46| 18   8  73   1   1|1278M 1108M  199M 5160M|  29k 1621 |   0   352k|   0  25.0 |1744  2262 |3.35 2.09 1.11|1.0   0 101|   0     0 |   0     0 |  9   28    0   38    0
May 10 20:54:47 ubuntu dstat.sh[71205]: 10-05 20:54:47| 23   3  74   0   0|1305M 1081M  199M 5160M| 201k  184k|   0   316k|   0  6.99 |1120  1818 |3.35 2.09 1.11|2.0   0   0|   0     0 |   0     0 |  9   29    0   35    0
May 10 20:54:48 ubuntu dstat.sh[71205]: 10-05 20:54:48| 17   9  72   1   1|1274M 1111M  199M 5160M| 639k   26k|   0   345k|   0  29.1 |1825  2421 |3.35 2.09 1.11|1.0   0 136|   0     0 |   0     0 |  9   28    0   35    0
May 10 20:54:49 ubuntu dstat.sh[71205]: 10-05 20:54:49| 22   3  74   0   0|1306M 1080M  199M 5160M|  75k   54k|   0   420k|   0  9.99 |1105  1280 |3.16 2.07 1.11|1.0   0   0|   0     0 |   0     0 |  9   28    0   35    0
May 10 20:54:50 ubuntu dstat.sh[71205]: 10-05 20:54:50| 24   3  73   0   0|1247M 1138M  199M 5160M| 570k  552k|   0   700k|   0  40.0 |2034  4125 |3.16 2.07 1.11|1.0   0  18|   0     0 |   0     0 |  9   28    0   35    0
May 10 20:54:51 ubuntu dstat.sh[71205]: 10-05 20:54:51| 23   3  74   0   0|1296M 1089M  199M 5160M|  28k 1619 |   0     0 |   0     0 |1094  1049 |3.16 2.07 1.11|1.0   0 1.0|   0     0 |   0     0 |  9   28    0   31    0
May 10 20:54:52 ubuntu dstat.sh[71205]: 10-05 20:54:52| 23   3  73   1   0|1305M 1080M  199M 5160M| 477k  436k|   0   888k|   0  50.0 |2285  4296 |3.16 2.07 1.11|3.0   0   0|   0     0 |   0     0 |  9   28    0   32    0
May 10 20:54:53 ubuntu dstat.sh[71205]: 10-05 20:54:53| 22   5  73   0   0|1283M 1102M  199M 5160M|  38k 1515 |   0   313k|   0  6.01 |1265  1425 |3.16 2.07 1.11|1.0   0  51|   0     0 |   0     0 |  9   28    0   30    0
May 10 20:54:54 ubuntu dstat.sh[71205]: 10-05 20:54:54| 23   3  73   1   0|1307M 1078M  199M 5160M| 275k  258k|   0  5188k|   0   325 |1898  2565 |2.99 2.05 1.11|1.0   0   0|   0     0 |   0     0 |  9   29    0   31    0
May 10 20:54:55 ubuntu dstat.sh[71205]: 10-05 20:54:55| 21   6  73   0   0|1249M 1136M  199M 5160M| 345k  329k|   0     0 |   0     0 |2472  3987 |2.99 2.05 1.11|1.0   0  81|   0     0 |   0     0 |  9   28    0   32    0
May 10 20:54:56 ubuntu dstat.sh[71205]: 10-05 20:54:56| 22   3  74   0   0|1294M 1091M  199M 5160M|  16k 1620 |   0     0 |   0     0 | 878   976 |2.99 2.05 1.11|1.0   0 1.0|   0     0 |   0     0 |  9   28    0   32    0
May 10 20:54:57 ubuntu dstat.sh[71205]: 10-05 20:54:57| 23   3  73   0   0|1306M 1079M  199M 5160M| 367k  350k|   0     0 |   0     0 |2063  3526 |2.99 2.05 1.11|1.0   0   0|   0     0 |   0     0 |  9   29    0   31    0
May 10 20:54:58 ubuntu dstat.sh[71205]: 10-05 20:54:58| 22   4  73   0   1|1281M 1104M  199M 5160M|  28k   10k|   0     0 |   0     0 |1135  1215 |2.99 2.05 1.11|1.0   0  36|   0     0 |   0     0 |  9   28    0   31    0
May 10 20:54:59 ubuntu dstat.sh[71205]: 10-05 20:54:59| 28   6  66   0   0|1305M 1080M  199M 5160M| 163k  137k|   0   739k|   0  25.0 |2088  5420 |2.83 2.04 1.11|1.0   0  34|   0     0 |   0     0 |  9   28    0   31    0
May 10 20:55:00 ubuntu dstat.sh[71205]: 10-05 20:55:00| 20   7  73   0   0|1282M 1103M  199M 5160M|  16k 1620 |   0   204k|   0  6.00 |1401  1667 |2.83 2.04 1.11|1.0   0  93|   0     0 |   0     0 |  9   28    0   31    0
May 10 20:55:01 ubuntu dstat.sh[71205]: 10-05 20:55:01| 22   4  73   1   0|1246M 1139M  199M 5160M| 240k  216k|   0   832k|   0  49.0 |2040  3067 |2.83 2.04 1.11|1.0   0  10|   0     0 |   0     0 |  9   28    0   32    0
May 10 20:55:02 ubuntu dstat.sh[71205]: 10-05 20:55:02| 20   6  73   0   0|1282M 1102M  199M 5160M|  31k 1619 |   0    56k|   0  3.00 |1321  1596 |2.83 2.04 1.11|1.0   0  91|   0     0 |   0     0 |  9   28    0   32    0
May 10 20:55:03 ubuntu dstat.sh[71205]: 10-05 20:55:03| 24   2  73   0   0|1307M 1078M  199M 5160M| 243k  205k|   0   824k|   0  37.0 |1701  2691 |2.83 2.04 1.11|1.0   0   0|   0     0 |   0     0 |  9   28    0   32    0
May 10 20:55:04 ubuntu dstat.sh[71205]: 10-05 20:55:04| 18  10  72   0   0|1278M 1107M  199M 5160M|  28k 1458 |   0  4097B|   0  1.00 |1468  1863 |2.68 2.02 1.11|1.0   0 136|   0     0 |   0     0 |  9   28    0   32    0
May 10 20:55:05 ubuntu dstat.sh[71205]: 10-05 20:55:05| 26   5  70   0   0|1328M 1057M  199M 5160M| 274k  258k|   0   601k|   0  12.0 |1802  3365 |2.68 2.02 1.11|4.0   0  56|   0     0 |   0     0 |  9   29    0   33    0
May 10 20:55:06 ubuntu dstat.sh[71205]: 10-05 20:55:06| 24   7  67   0   0|1281M 1104M  199M 5160M| 353k  336k|   0  8180B|   0  2.00 |2893  5006 |2.68 2.02 1.11|2.0   0 167|   0     0 |   0     0 |  9   28    0   33    0
May 10 20:55:07 ubuntu dstat.sh[71205]: 10-05 20:55:07| 23   3  74   0   0|1325M 1059M  199M 5160M|  18k 1622 |   0     0 |   0     0 |1062  1077 |2.68 2.02 1.11|3.0   0 1.0|   0     0 |   0     0 |  9   28    0   32    0
May 10 20:55:08 ubuntu dstat.sh[71205]: 10-05 20:55:08| 22   4  71   0   0|1278M 1106M  199M 5160M| 456k  435k|   0   691k|   0  22.0 |3062  5065 |2.68 2.02 1.11|2.0   0  50|   0     0 |   0     0 |  9   28    0   32    0
May 10 20:55:09 ubuntu dstat.sh[71205]: 10-05 20:55:09| 22   4  74   0   0|1323M 1061M  199M 5160M|  16k 1713 |   0   380k|   0  1.00 |1032  1056 |2.55 2.00 1.11|2.0   0 1.0|   0     0 |   0     0 |  9   28    0   32    0
May 10 20:55:10 ubuntu dstat.sh[71205]: 10-05 20:55:10| 25   3  71   0   0|1310M 1075M  199M 5160M| 606k  584k|   0     0 |   0     0 |3301  5653 |2.55 2.00 1.11|2.0   0   0|   0     0 |   0     0 |  9   28    0   30    0
May 10 20:55:11 ubuntu dstat.sh[71205]: 10-05 20:55:11| 17  19  63   0   0|1252M 1132M  199M 5161M|  49k   13k|   0   809k|   0  38.0 |3068  7562 |2.55 2.00 1.11|3.0   0 442|   0     0 |   0     0 |  9   28    0   32    0
May 10 20:55:12 ubuntu dstat.sh[71205]: 10-05 20:55:12| 46   6  49   0   0|1350M 1034M  199M 5161M|  35k 1621 |   0   716k|   0  15.0 |1406  1348 |2.55 2.00 1.11|3.0   0  13|   0     0 |   0     0 |  9   28    0   31    0
May 10 20:55:13 ubuntu dstat.sh[71205]: 10-05 20:55:13| 36   6  47   9   0|1422M  960M  199M 5162M|  65k   17k|  80k 5519k|3.00   343 |3167  4749 |2.55 2.00 1.11|1.0 3.0  14|   0     0 |   0     0 |  9   32    0   31    0
May 10 20:55:14 ubuntu dstat.sh[71205]: 10-05 20:55:14| 31   5  44  21   0|1338M 1041M  200M 5164M|  27k 7256 |  16k 9562k|1.00   748 |5280  9157 |2.66 2.03 1.12|2.0 1.0  37|   0     0 |   0     0 |  9   32    0   30    0
May 10 20:55:15 ubuntu dstat.sh[71205]: 10-05 20:55:14| 28   5  49  18   0|1390M  988M  200M 5166M|  23k 8073 |   0  6309k|   0   601 |4401  8163 |2.66 2.03 1.12|1.0 1.0  24|   0     0 |   0     0 |  9   32    0   30    0
May 10 20:55:16 ubuntu dstat.sh[71205]: 10-05 20:55:16| 29   5  48  17   0|1436M  940M  200M 5167M|  24k 6915 |   0  5463k|   0   618 |3817  8535 |2.66 2.03 1.12|2.0   0  37|   0     0 |   0     0 |  9   32    0   29    0
May 10 20:55:17 ubuntu dstat.sh[71205]: 10-05 20:55:17| 32   5  47  16   1|1372M 1004M  200M 5168M|  25k   10k|   0  5231k|   0   584 |4296  8338 |2.66 2.03 1.12|1.0 1.0  26|   0     0 |   0     0 |  9   32    0   29    0
May 10 20:55:18 ubuntu dstat.sh[71205]: 10-05 20:55:18| 35   4  44  17   0|1421M  953M  200M 5169M|  34k   16k|   0  5269k|   0   545 |4703  8289 |2.66 2.03 1.12|2.0 1.0  12|   0     0 |   0     0 |  9   32    0   29    0
May 10 20:55:19 ubuntu dstat.sh[71205]: 10-05 20:55:19| 42   6  48   5   0|1304M 1070M  200M 5168M|  29k 9656 |   0  1878k|   0   215 |2547  3611 |2.61 2.03 1.13|2.0   0 8.0|   0     0 |   0     0 |  9   28    0   29    0
May 10 20:55:20 ubuntu dstat.sh[71205]: 10-05 20:55:20| 46   5  49   0   0|1411M  964M  201M 5168M|  32k   13k|   0   832k|   0  26.0 |1473  1238 |2.61 2.03 1.13|2.0   0 1.0|   0     0 |   0     0 |  9   30    0   29    0
May 10 20:55:21 ubuntu dstat.sh[71205]: 10-05 20:55:21| 36   7  44  11   0|1440M  934M  201M 5169M| 295k  270k|   0    13M|   0  1540 |9171    18k|2.61 2.03 1.13|4.0   0 1.0|   0     0 |   0     0 |  9   30    0   29    0
May 10 20:55:22 ubuntu dstat.sh[71205]: 10-05 20:55:22| 37   6  46   9   0|1387M  987M  201M 5169M| 299k  248k|   0  7054k|   0  1170 |9004    16k|2.61 2.03 1.13|2.0   0 2.0|   0     0 |   0     0 |  9   30    0   29    0
May 10 20:55:23 ubuntu dstat.sh[71205]: 10-05 20:55:23| 30   7  60   2   0|1351M 1022M  201M 5169M|  66k 1814 |   0  3188k|   0   280 |2384  2241 |2.61 2.03 1.13|2.0   0  98|   0     0 |   0     0 |  9   28    0   29    0
May 10 20:55:24 ubuntu dstat.sh[71205]: 10-05 20:55:24| 23   3  74   0   0|1273M 1100M  201M 5169M|  35k 1624 |   0   654k|   0  38.1 |1152  1155 |2.48 2.02 1.13|2.0   0 1.0|   0     0 |   0     0 |  9   28    0   28    0
May 10 20:55:25 ubuntu dstat.sh[71205]: 10-05 20:55:25| 24   3  72   1   0|1319M 1054M  201M 5169M|  17k 1620 |   0  6032k|   0   338 |2012  2392 |2.48 2.02 1.13|3.0 1.0 3.0|   0     0 |   0     0 |  9   28    0   28    0
May 10 20:55:26 ubuntu dstat.sh[71205]: 10-05 20:55:26| 22   4  71   2   0|1365M 1008M  201M 5169M|  17k 1458 |   0  6565k|   0   368 |2194  2631 |2.48 2.02 1.13|2.0   0 1.0|   0     0 |   0     0 |  9   28    0   21    0
May 10 20:55:27 ubuntu dstat.sh[71205]: 10-05 20:55:27| 22   3  71   2   0|1309M 1064M  201M 5169M|  40k 1618 |   0  7453k|   0   438 |2495  3088 |2.48 2.02 1.13|1.0 2.0 2.0|   0     0 |   0     0 |  9   28    0   21    0
May 10 20:55:28 ubuntu dstat.sh[71205]: 10-05 20:55:28| 23   3  74   0   0|1350M 1023M  201M 5169M| 105k 1725 |   0  1821k|   0   116 |1393  1459 |2.48 2.02 1.13|1.0   0 1.0|   0     0 |   0     0 |  9   28    0   20    0
May 10 20:55:29 ubuntu dstat.sh[71205]: 10-05 20:55:29| 22   3  74   0   0|1277M 1096M  201M 5169M|  18k 1617 |   0     0 |   0     0 |1017   992 |2.36 2.00 1.13|1.0   0 1.0|   0     0 |   0     0 |  9   28    0   20    0
May 10 20:55:30 ubuntu dstat.sh[71205]: 10-05 20:55:30| 23   3  73   1   0|1330M 1043M  201M 5169M|  37k 1620 |   0  1680k|   0   189 |1282  1017 |2.36 2.00 1.13|1.0   0 1.0|   0     0 |   0     0 |  9   28    0   19    0
May 10 20:55:31 ubuntu dstat.sh[71205]: 10-05 20:55:31| 23   3  73   0   0|1372M 1001M  201M 5169M| 395k 1620 |   0   708k|   0  29.0 |1372  1539 |2.36 2.00 1.13|1.0   0 1.0|   0     0 |   0     0 |  9   28    0   19    0
May 10 20:55:32 ubuntu dstat.sh[71205]: 10-05 20:55:32| 23   3  74   0   0|1268M 1105M  201M 5169M|  92k 1620 |   0     0 |   0     0 |1056  1037 |2.36 2.00 1.13|1.0   0 3.0|   0     0 |   0     0 |  9   28    0   16    0
May 10 20:55:33 ubuntu dstat.sh[71205]: 10-05 20:55:33| 22   3  73   0   0|1320M 1053M  201M 5169M| 313k 1620 |   0   324k|   0  3.00 |1276  1042 |2.36 2.00 1.13|1.0   0 1.0|   0     0 |   0     0 |  9   28    0   16    0
May 10 20:55:34 ubuntu dstat.sh[71205]: 10-05 20:55:34| 23   3  74   0   0|1367M 1006M  201M 5169M|  37k 1622 |   0     0 |   0     0 |1044  1030 |2.25 1.98 1.12|1.0   0 1.0|   0     0 |   0     0 |  9   28    0   13    0
May 10 20:55:35 ubuntu dstat.sh[71205]: 10-05 20:55:35| 22   4  73   0   0|1318M 1055M  201M 5169M|  16k 1660 |   0     0 |   0     0 |1056  1143 |2.25 1.98 1.12|1.0   0 4.0|   0     0 |   0     0 |  9   28    0   13    0
May 10 20:55:36 ubuntu dstat.sh[71205]: 10-05 20:55:36| 22   4  74   0   0|1288M 1085M  201M 5169M|  28k 1622 |   0     0 |   0     0 | 993   985 |2.25 1.98 1.12|1.0   0 2.0|   0     0 |   0     0 |  9   28    0   13    0
May 10 20:55:37 ubuntu dstat.sh[71205]: 10-05 20:55:37| 23   2  74   0   0|1343M 1029M  201M 5169M|  42k 1457 |   0     0 |   0     0 | 944   945 |2.25 1.98 1.12|1.0   0   0|   0     0 |   0     0 |  9   28    0   13    0
May 10 20:55:38 ubuntu dstat.sh[71205]: 10-05 20:55:38| 20   6  73   0   0|1265M 1107M  201M 5169M|  26k 1618 |   0   415k|   0  2.00 |1459  1991 |2.25 1.98 1.12|1.0   0  93|   0     0 |   0     0 |  9   28    0   11    0
